client_id,month,active_dayz,recharge_dayz
CLI-003936,2026-05-01,21,14
CLI-003936,2026-06-01,19,13
CLI-003937,2026-01-01,14,11
CLI-003937,2026-02-01,13,10
CLI-003937,2026-03-01,11,7
CLI-003937,2026-04-01,18,11
CLI-003937,2026-05-01,15,11
CLI-003937,2026-06-01,12,10
CLI-003938,2026-01-01,10,8
CLI-003938,2026-02-01,11,6
CLI-003938,2026-03-01,8,4
CLI-003938,2026-04-01,12,8
CLI-003938,2026-05-01,11,8
CLI-003938,2026-06-01,15,12
CLI-003939,2026-01-01,11,6
CLI-003939,2026-02-01,14,10
CLI-003939,2026-03-01,11,6
CLI-003939,2026-04-01,15,8
CLI-003939,2026-05-01,11,6
CLI-003939,2026-06-01,16,10
CLI-003940,2026-01-01,19,12
CLI-003940,2026-02-01,19,14
CLI-003940,2026-03-01,17,11
CLI-003940,2026-04-01,18,10
CLI-003940,2026-05-01,15,8
CLI-003940,2026-06-01,15,9
CLI-003941,2026-01-01,14,8
CLI-003941,2026-02-01,13,9
CLI-003941,2026-03-01,18,12
CLI-003941,2026-04-01,12,7
CLI-003941,2026-05-01,8,5
CLI-003941,2026-06-01,11,9
CLI-003942,2026-01-01,17,14
CLI-003942,2026-02-01,16,12
CLI-003942,2026-03-01,21,14
CLI-003942,2026-04-01,20,14
CLI-003942,2026-05-01,18,14
CLI-003942,2026-06-01,18,14
CLI-003944,2026-01-01,12,9
CLI-003944,2026-02-01,8,5
CLI-003944,2026-03-01,9,5
CLI-003944,2026-04-01,11,5
CLI-003944,2026-05-01,5,3
CLI-003944,2026-06-01,10,7
CLI-003945,2026-01-01,12,8
CLI-003945,2026-02-01,11,7
CLI-003945,2026-03-01,8,6
CLI-003945,2026-04-01,14,10
CLI-003945,2026-05-01,7,4
CLI-003945,2026-06-01,11,7
CLI-003949,2026-01-01,13,10
CLI-003949,2026-02-01,10,7
CLI-003949,2026-03-01,10,8
CLI-003949,2026-04-01,8,7
CLI-003949,2026-05-01,12,6
CLI-003949,2026-06-01,11,7
CLI-003951,2026-01-01,14,11
CLI-003951,2026-02-01,9,6
CLI-003951,2026-03-01,12,7
CLI-003951,2026-04-01,9,4
CLI-003951,2026-05-01,11,7
CLI-003951,2026-06-01,12,9
CLI-003952,2026-01-01,14,8
CLI-003952,2026-02-01,12,8
CLI-003952,2026-03-01,17,9
CLI-003952,2026-04-01,12,9
CLI-003952,2026-05-01,11,9
CLI-003952,2026-06-01,9,7
CLI-003953,2026-01-01,11,7
CLI-003953,2026-02-01,7,6
CLI-003953,2026-03-01,11,5
CLI-003953,2026-04-01,7,3
CLI-003953,2026-05-01,9,4
CLI-003953,2026-06-01,8,6
CLI-003954,2026-01-01,20,10
CLI-003954,2026-02-01,17,10
CLI-003954,2026-03-01,18,11
CLI-003954,2026-04-01,16,13
CLI-003954,2026-05-01,15,10
CLI-003954,2026-06-01,16,10
CLI-003955,2026-01-01,11,9
CLI-003955,2026-02-01,12,9
CLI-003955,2026-03-01,8,4
CLI-003955,2026-04-01,13,10
CLI-003955,2026-05-01,8,5
CLI-003955,2026-06-01,10,7
CLI-003956,2026-01-01,8,6
CLI-003956,2026-02-01,11,5
CLI-003956,2026-03-01,12,7
CLI-003956,2026-04-01,7,4
CLI-003956,2026-05-01,10,5
CLI-003956,2026-06-01,15,12
CLI-003957,2026-01-01,9,5
CLI-003957,2026-02-01,9,5
CLI-003957,2026-03-01,14,11
CLI-003957,2026-04-01,7,4
CLI-003957,2026-05-01,12,7
CLI-003957,2026-06-01,14,11
CLI-003958,2026-01-01,16,11
CLI-003958,2026-02-01,13,8
CLI-003958,2026-03-01,12,6
CLI-003958,2026-04-01,14,11
CLI-003958,2026-05-01,17,14
CLI-003958,2026-06-01,11,8
CLI-003959,2026-01-01,8,6
CLI-003959,2026-02-01,6,3
CLI-003959,2026-03-01,11,7
CLI-003959,2026-04-01,6,4
CLI-003959,2026-05-01,10,6
CLI-003959,2026-06-01,9,7
CLI-003960,2026-01-01,13,10
CLI-003960,2026-02-01,7,4
CLI-003960,2026-03-01,11,6
CLI-003960,2026-04-01,6,3
CLI-003960,2026-05-01,10,6
CLI-003960,2026-06-01,11,8
CLI-003961,2026-01-01,11,5
CLI-003961,2026-02-01,11,8
CLI-003961,2026-03-01,15,9
CLI-003961,2026-04-01,7,6
CLI-003961,2026-05-01,14,7
CLI-003961,2026-06-01,8,7
CLI-003962,2026-01-01,20,10
CLI-003962,2026-02-01,17,13
CLI-003962,2026-03-01,17,13
CLI-003962,2026-04-01,14,11
CLI-003962,2026-05-01,21,14
CLI-003962,2026-06-01,18,11
CLI-003963,2026-01-01,16,9
CLI-003963,2026-02-01,14,11
CLI-003963,2026-03-01,9,5
CLI-003963,2026-04-01,17,14
CLI-003963,2026-05-01,15,12
CLI-003963,2026-06-01,13,8
CLI-003964,2026-01-01,5,3
CLI-003964,2026-02-01,9,6
CLI-003964,2026-03-01,12,6
CLI-003964,2026-04-01,10,6
CLI-003964,2026-05-01,5,3
CLI-003964,2026-06-01,7,3
CLI-003965,2026-01-01,10,8
CLI-003965,2026-02-01,9,7
CLI-003965,2026-03-01,6,3
CLI-003965,2026-04-01,4,2
CLI-003965,2026-05-01,6,5
CLI-003965,2026-06-01,10,8
CLI-003966,2026-01-01,15,12
CLI-003966,2026-02-01,13,8
CLI-003966,2026-03-01,11,7
CLI-003966,2026-04-01,14,7
CLI-003966,2026-05-01,14,7
CLI-003966,2026-06-01,11,6
CLI-003967,2026-01-01,16,12
CLI-003967,2026-02-01,14,10
CLI-003967,2026-03-01,16,8
CLI-003967,2026-04-01,12,6
CLI-003967,2026-05-01,19,11
CLI-003967,2026-06-01,18,9
CLI-003968,2026-01-01,8,4
CLI-003968,2026-02-01,5,3
CLI-003968,2026-03-01,4,2
CLI-003968,2026-04-01,10,7
CLI-003968,2026-05-01,10,7
CLI-003968,2026-06-01,7,5
CLI-003969,2026-01-01,14,9
CLI-003969,2026-02-01,13,8
CLI-003969,2026-03-01,17,9
CLI-003969,2026-04-01,17,10
CLI-003969,2026-05-01,18,14
CLI-003969,2026-06-01,13,8
CLI-003970,2026-01-01,17,12
CLI-003970,2026-02-01,12,8
CLI-003970,2026-03-01,16,8
CLI-003970,2026-04-01,21,14
CLI-003970,2026-05-01,20,14
CLI-003970,2026-06-01,16,8
CLI-003973,2026-01-01,12,8
CLI-003973,2026-02-01,10,5
CLI-003973,2026-03-01,7,4
CLI-003973,2026-04-01,8,4
CLI-003973,2026-05-01,11,9
CLI-003973,2026-06-01,8,5
CLI-003974,2026-01-01,18,14
CLI-003974,2026-02-01,11,5
CLI-003974,2026-03-01,12,10
CLI-003974,2026-04-01,12,9
CLI-003974,2026-05-01,15,8
CLI-003974,2026-06-01,13,8
CLI-003975,2026-01-01,16,8
CLI-003975,2026-02-01,13,7
CLI-003975,2026-03-01,11,6
CLI-003975,2026-04-01,10,6
CLI-003975,2026-05-01,17,14
CLI-003975,2026-06-01,17,12
CLI-003976,2026-01-01,12,7
CLI-003976,2026-02-01,12,10
CLI-003976,2026-03-01,10,7
CLI-003976,2026-04-01,11,5
CLI-003976,2026-05-01,11,9
CLI-003976,2026-06-01,12,9
CLI-003977,2026-01-01,6,5
CLI-003977,2026-02-01,11,8
CLI-003977,2026-03-01,7,5
CLI-003977,2026-04-01,9,6
CLI-003977,2026-05-01,10,5
CLI-003977,2026-06-01,4,2
CLI-003978,2026-01-01,14,10
CLI-003978,2026-02-01,11,7
CLI-003978,2026-03-01,14,8
CLI-003978,2026-04-01,12,6
CLI-003978,2026-05-01,15,12
CLI-003978,2026-06-01,10,7
CLI-003980,2026-01-01,15,13
CLI-003980,2026-02-01,15,12
CLI-003980,2026-03-01,11,9
CLI-003980,2026-04-01,13,10
CLI-003980,2026-05-01,13,7
CLI-003980,2026-06-01,11,7
CLI-003981,2026-01-01,18,11
CLI-003981,2026-02-01,18,10
CLI-003981,2026-03-01,21,14
CLI-003981,2026-04-01,12,10
CLI-003981,2026-05-01,17,14
CLI-003981,2026-06-01,16,9
CLI-003983,2026-01-01,20,14
CLI-003983,2026-02-01,17,11
CLI-003983,2026-03-01,19,10
CLI-003983,2026-04-01,18,14
CLI-003983,2026-05-01,21,14
CLI-003983,2026-06-01,21,14
CLI-003985,2026-01-01,17,13
CLI-003985,2026-02-01,17,13
CLI-003985,2026-03-01,15,12
CLI-003985,2026-04-01,15,11
CLI-003985,2026-05-01,14,7
CLI-003985,2026-06-01,17,8
CLI-003986,2026-01-01,8,4
CLI-003986,2026-02-01,11,7
CLI-003986,2026-03-01,9,6
CLI-003986,2026-04-01,7,5
CLI-003986,2026-05-01,11,6
CLI-003986,2026-06-01,5,3
CLI-003988,2026-01-01,16,12
CLI-003988,2026-02-01,13,7
CLI-003988,2026-03-01,18,14
CLI-003988,2026-04-01,10,8
CLI-003988,2026-05-01,11,7
CLI-003988,2026-06-01,11,9
CLI-003989,2026-01-01,14,7
CLI-003989,2026-02-01,11,5
CLI-003989,2026-03-01,14,12
CLI-003989,2026-04-01,11,6
CLI-003989,2026-05-01,13,9
CLI-003989,2026-06-01,8,4
CLI-003992,2026-01-01,8,5
CLI-003992,2026-02-01,10,8
CLI-003992,2026-03-01,8,4
CLI-003992,2026-04-01,9,7
CLI-003992,2026-05-01,10,6
CLI-003992,2026-06-01,11,8
CLI-003993,2026-01-01,16,9
CLI-003993,2026-02-01,11,7
CLI-003993,2026-03-01,16,12
CLI-003993,2026-04-01,17,12
CLI-003993,2026-05-01,18,9
CLI-003993,2026-06-01,17,11
CLI-003994,2026-01-01,9,5
CLI-003994,2026-02-01,10,8
CLI-003994,2026-03-01,13,8
CLI-003994,2026-04-01,11,8
CLI-003994,2026-05-01,13,11
CLI-003994,2026-06-01,8,5
CLI-003996,2026-01-01,15,9
CLI-003996,2026-02-01,16,9
CLI-003996,2026-03-01,16,9
CLI-003996,2026-04-01,16,10
CLI-003996,2026-05-01,14,9
CLI-003996,2026-06-01,20,14
CLI-003997,2026-01-01,13,9
CLI-003997,2026-02-01,10,7
CLI-003997,2026-03-01,10,6
CLI-003997,2026-04-01,11,9
CLI-003997,2026-05-01,13,7
CLI-003997,2026-06-01,15,9
CLI-003998,2026-01-01,14,7
CLI-003998,2026-02-01,7,5
CLI-003998,2026-03-01,10,6
CLI-003998,2026-04-01,10,5
CLI-003998,2026-05-01,10,7
CLI-003998,2026-06-01,14,7
CLI-003999,2026-01-01,13,11
CLI-003999,2026-02-01,13,9
CLI-003999,2026-03-01,18,10
CLI-003999,2026-04-01,15,8
CLI-003999,2026-05-01,12,6
CLI-003999,2026-06-01,13,7
CLI-004000,2026-01-01,16,13
CLI-004000,2026-02-01,10,6
CLI-004000,2026-03-01,11,6
CLI-004000,2026-04-01,7,5
CLI-004000,2026-05-01,15,10
CLI-004000,2026-06-01,10,8
CLI-004001,2026-01-01,17,10
CLI-004001,2026-02-01,13,7
CLI-004001,2026-03-01,15,9
CLI-004001,2026-04-01,15,11
CLI-004001,2026-05-01,20,14
CLI-004001,2026-06-01,21,14
CLI-004002,2026-01-01,9,7
CLI-004002,2026-02-01,12,7
CLI-004002,2026-03-01,11,6
CLI-004002,2026-04-01,11,6
CLI-004002,2026-05-01,10,8
CLI-004002,2026-06-01,13,7
CLI-004003,2026-01-01,7,5
CLI-004003,2026-02-01,8,6
CLI-004003,2026-03-01,12,7
CLI-004003,2026-04-01,12,7
CLI-004003,2026-05-01,8,4
CLI-004003,2026-06-01,8,6
CLI-004004,2026-01-01,16,9
CLI-004004,2026-02-01,13,7
CLI-004004,2026-03-01,16,10
CLI-004004,2026-04-01,19,10
CLI-004004,2026-05-01,17,14
CLI-004004,2026-06-01,17,9
CLI-004007,2026-01-01,11,5
CLI-004007,2026-02-01,12,7
CLI-004007,2026-03-01,13,10
CLI-004007,2026-04-01,7,3
CLI-004007,2026-05-01,11,6
CLI-004007,2026-06-01,13,8
CLI-004008,2026-01-01,12,7
CLI-004008,2026-02-01,11,6
CLI-004008,2026-03-01,15,9
CLI-004008,2026-04-01,12,7
CLI-004008,2026-05-01,15,11
CLI-004008,2026-06-01,14,12
CLI-004009,2026-01-01,19,14
CLI-004009,2026-02-01,16,8
CLI-004009,2026-03-01,16,10
CLI-004009,2026-04-01,19,13
CLI-004009,2026-05-01,20,14
CLI-004009,2026-06-01,20,14
CLI-004010,2026-01-01,9,6
CLI-004010,2026-02-01,6,5
CLI-004010,2026-03-01,10,7
CLI-004010,2026-04-01,9,7
CLI-004010,2026-05-01,7,5
CLI-004010,2026-06-01,11,7
CLI-004012,2026-01-01,21,14
CLI-004012,2026-02-01,16,8
CLI-004012,2026-03-01,17,12
CLI-004012,2026-04-01,17,11
CLI-004012,2026-05-01,17,13
CLI-004012,2026-06-01,13,9
CLI-004015,2026-01-01,12,10
CLI-004015,2026-02-01,12,10
CLI-004015,2026-03-01,10,7
CLI-004015,2026-04-01,12,8
CLI-004015,2026-05-01,14,7
CLI-004015,2026-06-01,9,7
CLI-004016,2026-01-01,13,10
CLI-004016,2026-02-01,12,7
CLI-004016,2026-03-01,11,5
CLI-004016,2026-04-01,11,6
CLI-004016,2026-05-01,10,8
CLI-004016,2026-06-01,10,6
CLI-004017,2026-01-01,5,3
CLI-004017,2026-02-01,11,7
CLI-004017,2026-03-01,11,7
CLI-004017,2026-04-01,13,8
CLI-004017,2026-05-01,9,5
CLI-004017,2026-06-01,11,5
CLI-004018,2026-01-01,11,7
CLI-004018,2026-02-01,12,9
CLI-004018,2026-03-01,16,10
CLI-004018,2026-04-01,12,6
CLI-004018,2026-05-01,11,8
CLI-004018,2026-06-01,11,8
CLI-004019,2026-01-01,12,10
CLI-004019,2026-02-01,13,11
CLI-004019,2026-03-01,11,9
CLI-004019,2026-04-01,7,4
CLI-004019,2026-05-01,12,10
CLI-004019,2026-06-01,13,10
CLI-004020,2026-01-01,19,10
CLI-004020,2026-02-01,20,14
CLI-004020,2026-03-01,18,10
CLI-004020,2026-04-01,19,12
CLI-004020,2026-05-01,18,14
CLI-004020,2026-06-01,18,14
CLI-004021,2026-01-01,11,9
CLI-004021,2026-02-01,13,7
CLI-004021,2026-03-01,8,6
CLI-004021,2026-04-01,14,7
CLI-004021,2026-05-01,9,6
CLI-004021,2026-06-01,10,8
CLI-004023,2026-01-01,17,8
CLI-004023,2026-02-01,20,14
CLI-004023,2026-03-01,18,14
CLI-004023,2026-04-01,19,9
CLI-004023,2026-05-01,17,14
CLI-004023,2026-06-01,14,8
CLI-004024,2026-01-01,17,12
CLI-004024,2026-02-01,8,6
CLI-004024,2026-03-01,15,8
CLI-004024,2026-04-01,10,6
CLI-004024,2026-05-01,6,3
CLI-004024,2026-06-01,15,10
CLI-004027,2026-01-01,11,8
CLI-004027,2026-02-01,16,8
CLI-004027,2026-03-01,18,10
CLI-004027,2026-04-01,16,10
CLI-004027,2026-05-01,14,11
CLI-004027,2026-06-01,16,10
CLI-004029,2026-01-01,21,13
CLI-004029,2026-02-01,21,13
CLI-004029,2026-03-01,17,10
CLI-004029,2026-04-01,18,14
CLI-004029,2026-05-01,18,11
CLI-004029,2026-06-01,21,14
CLI-004030,2026-01-01,14,10
CLI-004030,2026-02-01,20,14
CLI-004030,2026-03-01,17,14
CLI-004030,2026-04-01,14,8
CLI-004030,2026-05-01,17,10
CLI-004030,2026-06-01,16,9
CLI-004035,2026-01-01,16,11
CLI-004035,2026-02-01,17,11
CLI-004035,2026-03-01,21,14
CLI-004035,2026-04-01,17,13
CLI-004035,2026-05-01,20,13
CLI-004035,2026-06-01,21,14
CLI-004037,2026-01-01,21,12
CLI-004037,2026-02-01,21,13
CLI-004037,2026-03-01,21,14
CLI-004037,2026-04-01,21,14
CLI-004037,2026-05-01,16,8
CLI-004037,2026-06-01,17,9
CLI-004039,2026-01-01,16,12
CLI-004039,2026-02-01,16,9
CLI-004039,2026-03-01,18,13
CLI-004039,2026-04-01,21,14
CLI-004039,2026-05-01,12,10
CLI-004039,2026-06-01,17,14
CLI-004040,2026-01-01,17,10
CLI-004040,2026-02-01,18,14
CLI-004040,2026-03-01,15,11
CLI-004040,2026-04-01,16,8
CLI-004040,2026-05-01,10,7
CLI-004040,2026-06-01,15,9
CLI-004041,2026-01-01,18,9
CLI-004041,2026-02-01,17,9
CLI-004041,2026-03-01,16,11
CLI-004041,2026-04-01,17,13
CLI-004041,2026-05-01,16,11
CLI-004041,2026-06-01,15,10
CLI-004045,2026-01-01,6,4
CLI-004045,2026-02-01,8,5
CLI-004045,2026-03-01,10,7
CLI-004045,2026-04-01,8,5
CLI-004045,2026-05-01,4,3
CLI-004045,2026-06-01,9,6
CLI-004046,2026-01-01,14,10
CLI-004046,2026-02-01,11,8
CLI-004046,2026-03-01,5,3
CLI-004046,2026-04-01,4,2
CLI-004046,2026-05-01,12,6
CLI-004046,2026-06-01,14,8
CLI-004048,2026-01-01,7,6
CLI-004048,2026-02-01,14,11
CLI-004048,2026-03-01,9,6
CLI-004048,2026-04-01,9,7
CLI-004048,2026-05-01,11,8
CLI-004048,2026-06-01,7,4
CLI-004049,2026-01-01,21,12
CLI-004049,2026-02-01,17,8
CLI-004049,2026-03-01,15,8
CLI-004049,2026-04-01,12,6
CLI-004049,2026-05-01,14,10
CLI-004049,2026-06-01,16,13
CLI-004050,2026-01-01,13,11
CLI-004050,2026-02-01,14,8
CLI-004050,2026-03-01,15,10
CLI-004050,2026-04-01,13,8
CLI-004050,2026-05-01,12,8
CLI-004050,2026-06-01,8,5
CLI-004053,2026-01-01,19,13
CLI-004053,2026-02-01,19,9
CLI-004053,2026-03-01,18,11
CLI-004053,2026-04-01,20,13
CLI-004053,2026-05-01,15,9
CLI-004053,2026-06-01,18,10
CLI-004055,2026-01-01,16,11
CLI-004055,2026-02-01,21,10
CLI-004055,2026-03-01,15,13
CLI-004055,2026-04-01,18,13
CLI-004055,2026-05-01,17,8
CLI-004055,2026-06-01,21,14
CLI-004056,2026-01-01,15,10
CLI-004056,2026-02-01,20,14
CLI-004056,2026-03-01,14,12
CLI-004056,2026-04-01,18,12
CLI-004056,2026-05-01,16,9
CLI-004056,2026-06-01,19,11
CLI-004057,2026-01-01,13,11
CLI-004057,2026-02-01,11,5
CLI-004057,2026-03-01,12,8
CLI-004057,2026-04-01,14,8
CLI-004057,2026-05-01,12,10
CLI-004057,2026-06-01,15,8
CLI-004058,2026-01-01,9,6
CLI-004058,2026-02-01,12,9
CLI-004058,2026-03-01,12,8
CLI-004058,2026-04-01,8,4
CLI-004058,2026-05-01,13,9
CLI-004058,2026-06-01,10,5
CLI-004059,2026-01-01,14,10
CLI-004059,2026-02-01,16,11
CLI-004059,2026-03-01,18,14
CLI-004059,2026-04-01,13,9
CLI-004059,2026-05-01,15,9
CLI-004059,2026-06-01,16,12
CLI-004060,2026-01-01,12,8
CLI-004060,2026-02-01,9,5
CLI-004060,2026-03-01,9,6
CLI-004060,2026-04-01,13,10
CLI-004060,2026-05-01,14,9
CLI-004060,2026-06-01,14,8
CLI-004061,2026-01-01,19,9
CLI-004061,2026-02-01,21,13
CLI-004061,2026-03-01,20,14
CLI-004061,2026-04-01,21,13
CLI-004061,2026-05-01,20,11
CLI-004061,2026-06-01,15,8
CLI-004062,2026-01-01,10,6
CLI-004062,2026-02-01,9,5
CLI-004062,2026-03-01,12,8
CLI-004062,2026-04-01,12,9
CLI-004062,2026-05-01,11,7
CLI-004062,2026-06-01,9,6
CLI-004063,2026-01-01,21,10
CLI-004063,2026-02-01,18,13
CLI-004063,2026-03-01,17,9
CLI-004063,2026-04-01,19,10
CLI-004063,2026-05-01,20,14
CLI-004063,2026-06-01,19,12
CLI-004065,2026-01-01,12,10
CLI-004065,2026-02-01,13,9
CLI-004065,2026-03-01,14,10
CLI-004065,2026-04-01,12,10
CLI-004065,2026-05-01,13,8
CLI-004065,2026-06-01,13,6
CLI-004066,2026-01-01,17,11
CLI-004066,2026-02-01,18,10
CLI-004066,2026-03-01,18,14
CLI-004066,2026-04-01,21,14
CLI-004066,2026-05-01,15,7
CLI-004066,2026-06-01,21,13
CLI-004067,2026-01-01,17,14
CLI-004067,2026-02-01,17,13
CLI-004067,2026-03-01,15,7
CLI-004067,2026-04-01,20,14
CLI-004067,2026-05-01,18,14
CLI-004067,2026-06-01,14,7
CLI-004068,2026-01-01,20,14
CLI-004068,2026-02-01,21,14
CLI-004068,2026-03-01,19,13
CLI-004068,2026-04-01,18,14
CLI-004068,2026-05-01,18,11
CLI-004068,2026-06-01,19,14
CLI-004072,2026-01-01,8,4
CLI-004072,2026-02-01,13,6
CLI-004072,2026-03-01,10,7
CLI-004072,2026-04-01,6,4
CLI-004072,2026-05-01,6,5
CLI-004072,2026-06-01,9,5
CLI-004074,2026-01-01,10,7
CLI-004074,2026-02-01,12,8
CLI-004074,2026-03-01,14,7
CLI-004074,2026-04-01,10,7
CLI-004074,2026-05-01,12,7
CLI-004074,2026-06-01,13,11
CLI-004075,2026-01-01,9,6
CLI-004075,2026-02-01,6,5
CLI-004075,2026-03-01,11,8
CLI-004075,2026-04-01,11,6
CLI-004075,2026-05-01,6,4
CLI-004075,2026-06-01,8,6
CLI-004076,2026-01-01,9,6
CLI-004076,2026-02-01,10,5
CLI-004076,2026-03-01,4,3
CLI-004076,2026-04-01,11,7
CLI-004076,2026-05-01,5,4
CLI-004076,2026-06-01,11,7
CLI-004078,2026-01-01,7,3
CLI-004078,2026-02-01,11,6
CLI-004078,2026-03-01,10,5
CLI-004078,2026-04-01,8,7
CLI-004078,2026-05-01,10,7
CLI-004078,2026-06-01,11,6
CLI-004080,2026-01-01,7,4
CLI-004080,2026-02-01,7,4
CLI-004080,2026-03-01,9,6
CLI-004080,2026-04-01,6,4
CLI-004080,2026-05-01,6,4
CLI-004080,2026-06-01,11,7
CLI-004081,2026-01-01,5,4
CLI-004081,2026-02-01,6,4
CLI-004081,2026-03-01,9,6
CLI-004081,2026-04-01,9,6
CLI-004081,2026-05-01,10,7
CLI-004081,2026-06-01,10,5
CLI-004082,2026-01-01,12,7
CLI-004082,2026-02-01,17,13
CLI-004082,2026-03-01,16,13
CLI-004082,2026-04-01,19,14
CLI-004082,2026-05-01,19,12
CLI-004082,2026-06-01,14,12
CLI-004083,2026-01-01,16,10
CLI-004083,2026-02-01,18,14
CLI-004083,2026-03-01,13,9
CLI-004083,2026-04-01,18,14
CLI-004083,2026-05-01,19,14
CLI-004083,2026-06-01,15,7
CLI-004084,2026-01-01,17,12
CLI-004084,2026-02-01,19,14
CLI-004084,2026-03-01,15,9
CLI-004084,2026-04-01,17,9
CLI-004084,2026-05-01,21,14
CLI-004084,2026-06-01,17,10
CLI-004086,2026-01-01,14,7
CLI-004086,2026-02-01,13,10
CLI-004086,2026-03-01,15,10
CLI-004086,2026-04-01,13,10
CLI-004086,2026-05-01,21,11
CLI-004086,2026-06-01,9,5
CLI-004088,2026-01-01,16,13
CLI-004088,2026-02-01,18,11
CLI-004088,2026-03-01,19,12
CLI-004088,2026-04-01,21,14
CLI-004088,2026-05-01,20,14
CLI-004088,2026-06-01,18,11
CLI-004089,2026-01-01,16,8
CLI-004089,2026-02-01,16,8
CLI-004089,2026-03-01,17,14
CLI-004089,2026-04-01,19,10
CLI-004089,2026-05-01,13,6
CLI-004089,2026-06-01,14,8
CLI-004091,2026-01-01,14,12
CLI-004091,2026-02-01,13,10
CLI-004091,2026-03-01,10,8
CLI-004091,2026-04-01,9,4
CLI-004091,2026-05-01,13,6
CLI-004091,2026-06-01,13,6
CLI-004093,2026-01-01,15,12
CLI-004093,2026-02-01,16,14
CLI-004093,2026-03-01,12,6
CLI-004093,2026-04-01,17,9
CLI-004093,2026-05-01,15,7
CLI-004093,2026-06-01,16,14
CLI-004095,2026-01-01,13,6
CLI-004095,2026-02-01,11,5
CLI-004095,2026-03-01,8,4
CLI-004095,2026-04-01,13,7
CLI-004095,2026-05-01,11,8
CLI-004095,2026-06-01,14,11
CLI-004096,2026-01-01,13,7
CLI-004096,2026-02-01,13,7
CLI-004096,2026-03-01,13,11
CLI-004096,2026-04-01,16,11
CLI-004096,2026-05-01,15,13
CLI-004096,2026-06-01,17,14
CLI-004097,2026-01-01,11,8
CLI-004097,2026-02-01,8,4
CLI-004097,2026-03-01,11,9
CLI-004097,2026-04-01,13,7
CLI-004097,2026-05-01,15,9
CLI-004097,2026-06-01,12,8
CLI-004098,2026-01-01,18,14
CLI-004098,2026-02-01,11,6
CLI-004098,2026-03-01,16,10
CLI-004098,2026-04-01,14,10
CLI-004098,2026-05-01,16,11
CLI-004098,2026-06-01,15,13
CLI-004100,2026-01-01,8,7
CLI-004100,2026-02-01,17,10
CLI-004100,2026-03-01,16,8
CLI-004100,2026-04-01,12,7
CLI-004100,2026-05-01,13,10
CLI-004100,2026-06-01,9,6
CLI-004101,2026-01-01,14,10
CLI-004101,2026-02-01,12,7
CLI-004101,2026-03-01,16,10
CLI-004101,2026-04-01,18,14
CLI-004101,2026-05-01,18,11
CLI-004101,2026-06-01,16,10
CLI-004102,2026-01-01,12,7
CLI-004102,2026-02-01,17,14
CLI-004102,2026-03-01,11,8
CLI-004102,2026-04-01,15,9
CLI-004102,2026-05-01,15,8
CLI-004102,2026-06-01,12,6
CLI-004103,2026-01-01,10,7
CLI-004103,2026-02-01,13,7
CLI-004103,2026-03-01,9,5
CLI-004103,2026-04-01,7,3
CLI-004103,2026-05-01,11,5
CLI-004103,2026-06-01,11,6
CLI-004107,2026-01-01,15,8
CLI-004107,2026-02-01,14,11
CLI-004107,2026-03-01,16,8
CLI-004107,2026-04-01,15,7
CLI-004107,2026-05-01,15,12
CLI-004107,2026-06-01,14,9
CLI-004108,2026-01-01,21,14
CLI-004108,2026-02-01,21,14
CLI-004108,2026-03-01,15,7
CLI-004108,2026-04-01,17,14
CLI-004108,2026-05-01,18,12
CLI-004108,2026-06-01,19,14
CLI-004110,2026-01-01,12,7
CLI-004110,2026-02-01,14,9
CLI-004110,2026-03-01,12,7
CLI-004110,2026-04-01,12,9
CLI-004110,2026-05-01,7,5
CLI-004110,2026-06-01,12,7
CLI-004111,2026-01-01,13,10
CLI-004111,2026-02-01,14,9
CLI-004111,2026-03-01,12,8
CLI-004111,2026-04-01,17,14
CLI-004111,2026-05-01,16,12
CLI-004111,2026-06-01,14,9
CLI-004112,2026-01-01,6,5
CLI-004112,2026-02-01,5,3
CLI-004112,2026-03-01,3,2
CLI-004112,2026-04-01,3,1
CLI-004112,2026-05-01,4,3
CLI-004112,2026-06-01,9,5
CLI-004113,2026-01-01,8,6
CLI-004113,2026-02-01,12,9
CLI-004113,2026-03-01,14,10
CLI-004113,2026-04-01,16,11
CLI-004113,2026-05-01,14,8
CLI-004113,2026-06-01,14,7
CLI-004114,2026-01-01,13,11
CLI-004114,2026-02-01,11,9
CLI-004114,2026-03-01,11,7
CLI-004114,2026-04-01,12,10
CLI-004114,2026-05-01,11,6
CLI-004114,2026-06-01,15,9
CLI-004117,2026-01-01,14,7
CLI-004117,2026-02-01,13,7
CLI-004117,2026-03-01,16,9
CLI-004117,2026-04-01,17,14
CLI-004117,2026-05-01,14,12
CLI-004117,2026-06-01,13,6
CLI-004118,2026-01-01,15,8
CLI-004118,2026-02-01,17,14
CLI-004118,2026-03-01,14,10
CLI-004118,2026-04-01,14,8
CLI-004118,2026-05-01,15,9
CLI-004118,2026-06-01,14,10
CLI-004119,2026-01-01,16,10
CLI-004119,2026-02-01,14,12
CLI-004119,2026-03-01,12,6
CLI-004119,2026-04-01,16,8
CLI-004119,2026-05-01,16,13
CLI-004119,2026-06-01,15,12
CLI-004121,2026-01-01,20,11
CLI-004121,2026-02-01,18,14
CLI-004121,2026-03-01,19,13
CLI-004121,2026-04-01,19,14
CLI-004121,2026-05-01,18,14
CLI-004121,2026-06-01,14,11
