lead_id,advisor_id,market,territory,product_interest,stage,created_date,last_update
LEAD-005814,ADV-152,South Africa,Gauteng,Life,New,2024-09-27,2024-10-03
LEAD-005815,ADV-026,South Africa,Eastern Cape,Investment,New,2025-04-19,2025-05-21
LEAD-005816,ADV-110,South Africa,KwaZulu-Natal,Funeral,Closed Lost,2025-11-04,2025-11-28
LEAD-005817,ADV-115,South Africa,Gauteng,Health,Contacted,2025-06-14,2025-06-17
LEAD-005818,ADV-117,Botswana,Francistown,Funeral,Meeting,2026-04-16,2026-04-16
LEAD-005819,ADV-111,South Africa,Gauteng,Life,Proposal,2025-05-06,2025-06-09
LEAD-005820,ADV-029,Botswana,Gaborone,Funeral,Contacted,2024-12-24,2025-01-27
LEAD-005821,ADV-128,South Africa,Gauteng,Investment,Contacted,2026-01-06,2026-02-10
LEAD-005822,ADV-103,Lesotho,Berea,Health,Meeting,2025-11-16,2025-11-17
LEAD-005823,ADV-130,Lesotho,Maseru,Health,Contacted,2025-06-14,2025-06-25
LEAD-005824,ADV-144,South Africa,KwaZulu-Natal,Funeral,Meeting,2024-08-26,2024-09-19
LEAD-005825,ADV-095,South Africa,Western Cape,Funeral,New,2025-05-21,2025-06-18
LEAD-005826,ADV-102,Botswana,Francistown,Funeral,Contacted,2024-09-09,2024-10-21
LEAD-005827,ADV-035,South Africa,Gauteng,Funeral,Closed Lost,2026-05-04,2026-05-09
LEAD-005828,ADV-063,Namibia,Windhoek,Investment,Contacted,2024-11-19,2024-12-20
LEAD-005829,ADV-135,Botswana,Gaborone,Life,Contacted,2025-01-21,2025-02-07
LEAD-005830,ADV-073,South Africa,KwaZulu-Natal,Funeral,Meeting,2025-04-29,2025-04-29
LEAD-005831,ADV-039,South Africa,Gauteng,Funeral,New,2025-11-01,2025-12-15
LEAD-005832,ADV-041,Namibia,Swakopmund,Life,Contacted,2026-05-08,2026-06-04
LEAD-005833,ADV-119,South Africa,Eastern Cape,Funeral,Closed Lost,2025-12-29,2026-01-23
LEAD-005834,ADV-041,Namibia,Swakopmund,Funeral,Contacted,2024-07-02,2024-07-08
LEAD-005835,ADV-092,Botswana,Gaborone,Investment,New,2026-03-08,2026-04-07
LEAD-005836,ADV-092,Botswana,Gaborone,Funeral,Proposal,2026-01-25,2026-03-07
LEAD-005837,ADV-120,Botswana,Francistown,Funeral,Contacted,2025-09-17,2025-09-30
LEAD-005838,ADV-077,South Africa,Gauteng,Funeral,Proposal,2024-08-17,2024-09-06
LEAD-005839,ADV-069,South Africa,KwaZulu-Natal,Funeral,Meeting,2026-03-03,2026-04-09
LEAD-005840,ADV-149,Botswana,Francistown,Life,Closed Lost,2025-03-18,2025-04-25
LEAD-005841,ADV-097,Lesotho,Maseru,Funeral,Contacted,2026-03-02,2026-03-29
LEAD-005842,ADV-043,Botswana,Gaborone,Funeral,Closed Lost,2026-01-15,2026-01-18
LEAD-005843,ADV-151,South Africa,Gauteng,Health,New,2026-05-13,2026-06-20
LEAD-005844,ADV-148,South Africa,Western Cape,Life,Contacted,2026-06-01,2026-06-19
LEAD-005845,ADV-117,Botswana,Francistown,Funeral,Proposal,2025-05-21,2025-06-01
LEAD-005846,ADV-095,South Africa,Western Cape,Funeral,Contacted,2024-10-21,2024-12-01
LEAD-005847,ADV-115,South Africa,Gauteng,Health,Closed Won,2026-04-26,2026-05-17
LEAD-005848,ADV-015,Botswana,Francistown,Funeral,Contacted,2026-02-22,2026-04-02
LEAD-005849,ADV-029,Botswana,Gaborone,Health,Contacted,2024-07-20,2024-07-25
LEAD-005850,ADV-007,Lesotho,Maseru,Investment,Proposal,2024-12-06,2025-01-10
LEAD-005851,ADV-079,Lesotho,Maseru,Investment,Closed Won,2026-01-26,2026-02-01
LEAD-005852,ADV-157,South Africa,Eastern Cape,Life,Proposal,2026-02-15,2026-03-08
LEAD-005853,ADV-124,Namibia,Windhoek,Funeral,Closed Won,2024-12-20,2025-01-08
LEAD-005854,ADV-129,Lesotho,Maseru,Health,Proposal,2025-11-14,2025-11-21
LEAD-005855,ADV-010,South Africa,Gauteng,Investment,Meeting,2026-05-01,2026-06-10
LEAD-005856,ADV-007,Lesotho,Maseru,Funeral,Closed Lost,2025-08-14,2025-09-03
LEAD-005857,ADV-007,Lesotho,Maseru,Funeral,Proposal,2025-10-26,2025-12-03
LEAD-005858,ADV-044,Namibia,Swakopmund,Funeral,Meeting,2025-10-07,2025-10-21
LEAD-005859,ADV-004,South Africa,Eastern Cape,Life,Contacted,2024-07-04,2024-07-07
LEAD-005860,ADV-012,Lesotho,Maseru,Investment,Contacted,2026-01-11,2026-01-18
LEAD-005861,ADV-132,Botswana,Francistown,Funeral,New,2025-07-26,2025-08-13
LEAD-005862,ADV-109,South Africa,Gauteng,Funeral,Contacted,2025-10-18,2025-11-25
LEAD-005863,ADV-060,South Africa,Eastern Cape,Funeral,New,2025-09-06,2025-10-08
LEAD-005864,ADV-111,South Africa,Gauteng,Funeral,Meeting,2026-03-18,2026-04-24
LEAD-005865,ADV-020,South Africa,Eastern Cape,Funeral,Meeting,2025-05-03,2025-05-15
LEAD-005866,ADV-082,South Africa,Eastern Cape,Funeral,Meeting,2026-01-26,2026-02-04
LEAD-005867,ADV-129,Lesotho,Maseru,Health,Proposal,2024-10-31,2024-11-14
LEAD-005868,ADV-120,Botswana,Francistown,Funeral,Contacted,2026-05-31,2026-06-20
LEAD-005869,ADV-149,Botswana,Francistown,Funeral,Contacted,2025-05-21,2025-05-22
LEAD-005870,ADV-005,South Africa,Gauteng,Investment,Proposal,2025-12-21,2026-01-07
LEAD-005871,ADV-071,Botswana,Gaborone,Life,New,2025-07-24,2025-08-14
LEAD-005872,ADV-095,South Africa,Western Cape,Life,Contacted,2025-05-28,2025-06-12
LEAD-005873,ADV-111,South Africa,Gauteng,Health,Closed Won,2024-10-07,2024-10-11
LEAD-005874,ADV-048,South Africa,KwaZulu-Natal,Life,New,2025-05-08,2025-05-14
LEAD-005875,ADV-113,Botswana,Francistown,Life,New,2025-09-20,2025-10-10
LEAD-005876,ADV-049,Namibia,Swakopmund,Funeral,New,2025-11-14,2025-12-07
LEAD-005877,ADV-050,South Africa,Western Cape,Health,Meeting,2024-08-05,2024-09-17
LEAD-005878,ADV-026,South Africa,Eastern Cape,Funeral,Closed Won,2024-08-09,2024-08-27
LEAD-005879,ADV-155,Lesotho,Berea,Life,Contacted,2026-01-04,2026-02-05
LEAD-005880,ADV-133,South Africa,Gauteng,Funeral,Proposal,2026-04-28,2026-05-26
LEAD-005881,ADV-135,Botswana,Gaborone,Funeral,Proposal,2024-09-01,2024-10-11
LEAD-005882,ADV-136,South Africa,Eastern Cape,Life,New,2025-02-05,2025-02-08
LEAD-005883,ADV-044,Namibia,Swakopmund,Health,Contacted,2025-10-31,2025-12-03
LEAD-005884,ADV-042,South Africa,Eastern Cape,Funeral,Meeting,2025-08-05,2025-08-19
LEAD-005885,ADV-052,Lesotho,Berea,Life,New,2025-09-26,2025-11-06
LEAD-005886,ADV-138,South Africa,Eastern Cape,Funeral,Proposal,2025-11-09,2025-12-17
LEAD-005887,ADV-108,Lesotho,Berea,Life,Meeting,2025-08-08,2025-08-11
LEAD-005888,ADV-108,Lesotho,Berea,Health,Closed Won,2026-06-10,2026-06-20
LEAD-005889,ADV-082,South Africa,Eastern Cape,Investment,Proposal,2024-08-06,2024-08-19
LEAD-005890,ADV-008,South Africa,Gauteng,Funeral,Meeting,2024-10-09,2024-11-18
LEAD-005891,ADV-013,South Africa,Eastern Cape,Funeral,Closed Lost,2025-09-16,2025-10-26
LEAD-005892,ADV-016,South Africa,Western Cape,Health,Contacted,2024-08-16,2024-08-31
LEAD-005893,ADV-050,South Africa,Western Cape,Funeral,New,2025-06-23,2025-07-28
LEAD-005894,ADV-050,South Africa,Western Cape,Funeral,Contacted,2025-01-17,2025-02-12
LEAD-005895,ADV-156,South Africa,Western Cape,Life,Closed Won,2025-03-05,2025-04-07
LEAD-005896,ADV-029,Botswana,Gaborone,Life,Proposal,2025-01-06,2025-02-01
LEAD-005897,ADV-101,South Africa,KwaZulu-Natal,Life,Contacted,2025-03-09,2025-04-21
LEAD-005898,ADV-096,South Africa,Gauteng,Funeral,Contacted,2025-04-04,2025-04-21
LEAD-005899,ADV-145,South Africa,Western Cape,Life,New,2026-01-19,2026-03-02
LEAD-005900,ADV-101,South Africa,KwaZulu-Natal,Funeral,New,2025-05-24,2025-06-23
LEAD-005901,ADV-118,Lesotho,Maseru,Life,Proposal,2026-06-04,2026-06-20
LEAD-005902,ADV-113,Botswana,Francistown,Life,New,2025-11-15,2025-12-14
LEAD-005903,ADV-112,South Africa,Gauteng,Investment,New,2024-12-15,2025-01-03
LEAD-005904,ADV-060,South Africa,Eastern Cape,Life,New,2025-03-19,2025-04-12
LEAD-005905,ADV-022,South Africa,Eastern Cape,Funeral,New,2024-10-21,2024-11-02
LEAD-005906,ADV-129,Lesotho,Maseru,Funeral,Proposal,2025-04-17,2025-05-07
LEAD-005907,ADV-140,Namibia,Swakopmund,Funeral,Meeting,2024-07-25,2024-08-12
LEAD-005908,ADV-044,Namibia,Swakopmund,Funeral,Contacted,2025-05-12,2025-05-30
LEAD-005909,ADV-085,Namibia,Swakopmund,Funeral,Proposal,2026-05-29,2026-06-18
LEAD-005910,ADV-091,Botswana,Francistown,Funeral,Closed Won,2024-08-14,2024-09-17
LEAD-005911,ADV-080,South Africa,Western Cape,Investment,Meeting,2025-06-20,2025-07-08
LEAD-005912,ADV-002,South Africa,KwaZulu-Natal,Investment,New,2026-05-29,2026-06-13
LEAD-005913,ADV-067,South Africa,Gauteng,Investment,Proposal,2024-08-20,2024-09-23
LEAD-005914,ADV-032,South Africa,KwaZulu-Natal,Life,Closed Won,2025-05-26,2025-06-05
LEAD-005915,ADV-090,Botswana,Francistown,Investment,Closed Won,2025-03-03,2025-03-12
LEAD-005916,ADV-032,South Africa,KwaZulu-Natal,Health,Proposal,2024-12-11,2025-01-11
LEAD-005917,ADV-097,Lesotho,Maseru,Life,Meeting,2026-01-27,2026-02-16
LEAD-005918,ADV-030,Botswana,Francistown,Life,Meeting,2025-12-08,2025-12-11
LEAD-005919,ADV-129,Lesotho,Maseru,Funeral,Meeting,2025-12-22,2025-12-25
LEAD-005920,ADV-128,South Africa,Gauteng,Life,Contacted,2026-02-23,2026-02-27
LEAD-005921,ADV-100,Lesotho,Maseru,Investment,New,2024-10-20,2024-10-31
LEAD-005922,ADV-147,South Africa,Western Cape,Funeral,Meeting,2026-06-10,2026-06-13
LEAD-005923,ADV-144,South Africa,KwaZulu-Natal,Funeral,Meeting,2026-02-07,2026-02-27
LEAD-005924,ADV-005,South Africa,Gauteng,Funeral,Contacted,2025-03-05,2025-03-11
LEAD-005925,ADV-002,South Africa,KwaZulu-Natal,Funeral,Contacted,2025-11-04,2025-12-04
LEAD-005926,ADV-005,South Africa,Gauteng,Health,Closed Won,2024-07-12,2024-08-18
LEAD-005927,ADV-141,South Africa,Western Cape,Funeral,New,2024-06-23,2024-07-18
LEAD-005928,ADV-078,South Africa,Western Cape,Investment,Contacted,2024-08-17,2024-09-18
LEAD-005929,ADV-027,South Africa,Eastern Cape,Funeral,Contacted,2024-11-01,2024-11-06
LEAD-005930,ADV-011,South Africa,Western Cape,Funeral,Meeting,2024-08-07,2024-09-18
LEAD-005931,ADV-015,Botswana,Francistown,Funeral,Meeting,2024-12-25,2025-01-04
LEAD-005932,ADV-109,South Africa,Gauteng,Funeral,Contacted,2025-01-21,2025-02-10
LEAD-005933,ADV-028,Namibia,Swakopmund,Life,New,2026-02-24,2026-04-05
LEAD-005934,ADV-016,South Africa,Western Cape,Life,Contacted,2025-07-29,2025-08-17
LEAD-005935,ADV-070,Lesotho,Maseru,Funeral,Proposal,2024-12-16,2024-12-27
LEAD-005936,ADV-010,South Africa,Gauteng,Life,Proposal,2025-05-14,2025-05-14
LEAD-005937,ADV-061,Lesotho,Berea,Life,Closed Won,2026-01-07,2026-01-12
LEAD-005938,ADV-051,Botswana,Gaborone,Life,Proposal,2025-01-14,2025-02-17
LEAD-005939,ADV-026,South Africa,Eastern Cape,Funeral,Meeting,2024-10-25,2024-11-29
LEAD-005940,ADV-006,South Africa,Gauteng,Life,Meeting,2025-07-02,2025-08-01
LEAD-005941,ADV-054,South Africa,Western Cape,Life,Meeting,2025-06-02,2025-07-04
LEAD-005942,ADV-137,Lesotho,Maseru,Investment,New,2025-04-23,2025-05-23
LEAD-005943,ADV-012,Lesotho,Maseru,Life,Contacted,2026-01-03,2026-01-11
LEAD-005944,ADV-029,Botswana,Gaborone,Funeral,Closed Lost,2024-08-29,2024-09-05
LEAD-005945,ADV-029,Botswana,Gaborone,Funeral,Meeting,2025-10-08,2025-10-15
LEAD-005946,ADV-106,South Africa,KwaZulu-Natal,Life,New,2025-11-13,2025-12-27
LEAD-005947,ADV-047,Lesotho,Maseru,Funeral,Closed Won,2025-03-14,2025-03-14
LEAD-005948,ADV-132,Botswana,Francistown,Investment,Meeting,2024-07-19,2024-08-05
LEAD-005949,ADV-146,South Africa,KwaZulu-Natal,Funeral,New,2026-02-16,2026-03-09
LEAD-005950,ADV-060,South Africa,Eastern Cape,Health,Meeting,2025-11-05,2025-12-10
LEAD-005951,ADV-017,Lesotho,Berea,Funeral,Closed Lost,2025-03-27,2025-04-30
LEAD-005952,ADV-155,Lesotho,Berea,Investment,Meeting,2025-02-02,2025-02-12
LEAD-005953,ADV-091,Botswana,Francistown,Funeral,Proposal,2025-09-13,2025-09-21
LEAD-005954,ADV-062,Lesotho,Berea,Investment,New,2024-08-11,2024-09-24
LEAD-005955,ADV-005,South Africa,Gauteng,Funeral,Proposal,2025-06-11,2025-07-22
LEAD-005956,ADV-078,South Africa,Western Cape,Life,Meeting,2025-04-04,2025-04-27
LEAD-005957,ADV-072,South Africa,KwaZulu-Natal,Funeral,New,2025-04-17,2025-05-25
LEAD-005958,ADV-090,Botswana,Francistown,Funeral,Contacted,2026-04-29,2026-05-07
LEAD-005959,ADV-056,Botswana,Gaborone,Health,Contacted,2025-09-08,2025-09-21
LEAD-005960,ADV-142,South Africa,Western Cape,Health,Closed Won,2025-11-03,2025-11-14
LEAD-005961,ADV-019,South Africa,Western Cape,Life,Proposal,2024-06-23,2024-07-08
LEAD-005962,ADV-014,Botswana,Gaborone,Life,Proposal,2026-04-23,2026-05-24
LEAD-005963,ADV-098,South Africa,Gauteng,Investment,Meeting,2026-01-24,2026-02-09
LEAD-005964,ADV-069,South Africa,KwaZulu-Natal,Life,Proposal,2025-08-15,2025-08-26
LEAD-005965,ADV-042,South Africa,Eastern Cape,Health,Contacted,2026-01-17,2026-02-21
LEAD-005966,ADV-009,Lesotho,Maseru,Funeral,Contacted,2025-09-30,2025-11-03
LEAD-005967,ADV-027,South Africa,Eastern Cape,Funeral,Contacted,2025-07-09,2025-07-17
LEAD-005968,ADV-014,Botswana,Gaborone,Funeral,Contacted,2024-06-23,2024-08-01
LEAD-005969,ADV-149,Botswana,Francistown,Investment,Proposal,2024-09-22,2024-10-15
LEAD-005970,ADV-152,South Africa,Gauteng,Funeral,Contacted,2024-10-02,2024-11-04
LEAD-005971,ADV-053,South Africa,Western Cape,Life,Meeting,2026-01-15,2026-01-24
LEAD-005972,ADV-120,Botswana,Francistown,Funeral,Meeting,2026-03-20,2026-04-10
LEAD-005973,ADV-022,South Africa,Eastern Cape,Investment,Meeting,2025-07-14,2025-08-10
LEAD-005974,ADV-103,Lesotho,Berea,Funeral,Meeting,2025-10-20,2025-11-16
LEAD-005975,ADV-024,South Africa,Western Cape,Life,New,2024-10-14,2024-10-20
LEAD-005976,ADV-149,Botswana,Francistown,Funeral,Contacted,2025-11-11,2025-12-24
LEAD-005977,ADV-076,South Africa,Western Cape,Health,Contacted,2025-12-23,2026-01-17
LEAD-005978,ADV-080,South Africa,Western Cape,Health,New,2025-03-20,2025-04-30
LEAD-005979,ADV-150,Namibia,Windhoek,Life,Meeting,2026-04-15,2026-05-06
LEAD-005980,ADV-057,Lesotho,Berea,Life,Contacted,2025-07-11,2025-08-11
LEAD-005981,ADV-051,Botswana,Gaborone,Funeral,Proposal,2024-08-25,2024-08-29
LEAD-005982,ADV-118,Lesotho,Maseru,Funeral,Proposal,2026-04-18,2026-05-03
LEAD-005983,ADV-054,South Africa,Western Cape,Life,Contacted,2025-06-23,2025-08-04
LEAD-005984,ADV-004,South Africa,Eastern Cape,Health,Meeting,2025-04-02,2025-04-16
LEAD-005985,ADV-028,Namibia,Swakopmund,Funeral,Closed Lost,2025-05-15,2025-05-31
LEAD-005986,ADV-044,Namibia,Swakopmund,Life,Meeting,2025-01-26,2025-03-03
LEAD-005987,ADV-041,Namibia,Swakopmund,Funeral,Proposal,2025-04-26,2025-05-20
LEAD-005988,ADV-075,South Africa,Gauteng,Life,Meeting,2024-07-12,2024-08-03
LEAD-005989,ADV-031,Botswana,Francistown,Funeral,Proposal,2025-08-20,2025-09-14
LEAD-005990,ADV-107,Lesotho,Maseru,Life,Meeting,2026-01-03,2026-02-07
LEAD-005991,ADV-059,South Africa,Eastern Cape,Funeral,Closed Lost,2026-05-16,2026-05-18
LEAD-005992,ADV-087,South Africa,Gauteng,Funeral,Proposal,2025-09-08,2025-09-09
LEAD-005993,ADV-018,Lesotho,Berea,Health,Contacted,2025-04-01,2025-04-06
LEAD-005994,ADV-020,South Africa,Eastern Cape,Life,Contacted,2024-12-31,2025-01-26
LEAD-005995,ADV-150,Namibia,Windhoek,Investment,New,2025-01-31,2025-03-09
LEAD-005996,ADV-038,South Africa,Eastern Cape,Funeral,Contacted,2026-03-31,2026-04-07
LEAD-005997,ADV-001,South Africa,KwaZulu-Natal,Life,Meeting,2024-08-12,2024-09-07
LEAD-005998,ADV-159,South Africa,Gauteng,Health,Closed Lost,2024-10-30,2024-11-28
LEAD-005999,ADV-008,South Africa,Gauteng,Health,New,2024-12-28,2025-01-29
LEAD-006000,ADV-130,Lesotho,Maseru,Health,Closed Won,2025-07-27,2025-08-28
LEAD-006001,ADV-061,Lesotho,Berea,Life,Proposal,2025-08-07,2025-09-07
LEAD-006002,ADV-127,South Africa,Eastern Cape,Investment,Proposal,2024-06-22,2024-06-26
LEAD-006003,ADV-126,South Africa,Western Cape,Funeral,Contacted,2026-03-03,2026-04-14
LEAD-006004,ADV-134,South Africa,Western Cape,Health,Proposal,2024-10-17,2024-11-04
LEAD-006005,ADV-150,Namibia,Windhoek,Funeral,Contacted,2026-02-18,2026-02-23
LEAD-006006,ADV-023,Lesotho,Berea,Funeral,Contacted,2026-01-22,2026-01-29
LEAD-006007,ADV-089,South Africa,Western Cape,Funeral,Contacted,2024-10-19,2024-10-20
LEAD-006008,ADV-141,South Africa,Western Cape,Funeral,New,2025-04-26,2025-06-08
LEAD-006009,ADV-079,Lesotho,Maseru,Funeral,Meeting,2025-03-15,2025-03-30
LEAD-006010,ADV-043,Botswana,Gaborone,Funeral,Meeting,2026-03-05,2026-03-05
LEAD-006011,ADV-060,South Africa,Eastern Cape,Funeral,New,2024-10-29,2024-11-04
LEAD-006012,ADV-084,Lesotho,Berea,Investment,New,2026-02-20,2026-04-03
LEAD-006013,ADV-093,Botswana,Francistown,Investment,Closed Won,2024-08-22,2024-10-03
LEAD-006014,ADV-158,Botswana,Gaborone,Health,Meeting,2025-10-23,2025-11-27
LEAD-006015,ADV-063,Namibia,Windhoek,Life,Meeting,2024-12-25,2024-12-28
LEAD-006016,ADV-030,Botswana,Francistown,Life,Contacted,2024-11-12,2024-12-15
LEAD-006017,ADV-110,South Africa,KwaZulu-Natal,Funeral,New,2026-01-04,2026-02-04
LEAD-006018,ADV-055,South Africa,KwaZulu-Natal,Investment,Contacted,2025-02-05,2025-03-02
LEAD-006019,ADV-136,South Africa,Eastern Cape,Health,Contacted,2024-10-14,2024-10-21
LEAD-006020,ADV-075,South Africa,Gauteng,Life,Proposal,2025-11-29,2025-12-21
LEAD-006021,ADV-156,South Africa,Western Cape,Funeral,New,2024-06-26,2024-07-27
LEAD-006022,ADV-121,South Africa,Gauteng,Life,Contacted,2025-07-22,2025-08-06
LEAD-006023,ADV-061,Lesotho,Berea,Life,Meeting,2025-06-22,2025-06-26
LEAD-006024,ADV-126,South Africa,Western Cape,Life,New,2025-01-23,2025-02-02
LEAD-006025,ADV-032,South Africa,KwaZulu-Natal,Life,Proposal,2025-11-08,2025-11-30
LEAD-006026,ADV-056,Botswana,Gaborone,Life,Closed Won,2025-10-26,2025-12-01
LEAD-006027,ADV-061,Lesotho,Berea,Funeral,Contacted,2026-04-25,2026-05-12
LEAD-006028,ADV-033,Namibia,Windhoek,Funeral,Proposal,2025-03-16,2025-04-28
LEAD-006029,ADV-059,South Africa,Eastern Cape,Investment,Contacted,2026-03-17,2026-04-17
LEAD-006030,ADV-080,South Africa,Western Cape,Funeral,New,2026-01-08,2026-02-01
LEAD-006031,ADV-030,Botswana,Francistown,Funeral,Contacted,2024-09-03,2024-09-12
LEAD-006032,ADV-067,South Africa,Gauteng,Health,Contacted,2025-01-05,2025-01-28
LEAD-006033,ADV-103,Lesotho,Berea,Funeral,Closed Won,2024-10-16,2024-11-22
LEAD-006034,ADV-064,South Africa,KwaZulu-Natal,Funeral,Proposal,2024-12-08,2024-12-30
LEAD-006035,ADV-069,South Africa,KwaZulu-Natal,Life,Meeting,2026-03-29,2026-04-06
LEAD-006036,ADV-045,South Africa,KwaZulu-Natal,Life,Closed Lost,2025-05-24,2025-05-31
LEAD-006037,ADV-154,South Africa,Gauteng,Health,Contacted,2024-11-30,2024-12-24
LEAD-006038,ADV-081,Namibia,Windhoek,Health,New,2025-09-12,2025-10-16
LEAD-006039,ADV-095,South Africa,Western Cape,Health,New,2025-01-09,2025-02-15
LEAD-006040,ADV-047,Lesotho,Maseru,Health,Proposal,2025-05-31,2025-07-13
LEAD-006041,ADV-107,Lesotho,Maseru,Funeral,Meeting,2025-12-28,2026-01-10
LEAD-006042,ADV-120,Botswana,Francistown,Funeral,Closed Won,2026-01-11,2026-01-31
LEAD-006043,ADV-006,South Africa,Gauteng,Funeral,Closed Won,2025-06-05,2025-06-06
LEAD-006044,ADV-082,South Africa,Eastern Cape,Health,Closed Won,2024-08-18,2024-08-23
LEAD-006045,ADV-143,South Africa,Gauteng,Life,Meeting,2025-07-05,2025-07-24
LEAD-006046,ADV-076,South Africa,Western Cape,Funeral,Meeting,2026-05-29,2026-06-20
LEAD-006047,ADV-097,Lesotho,Maseru,Life,Closed Won,2025-08-16,2025-08-18
LEAD-006048,ADV-016,South Africa,Western Cape,Life,Contacted,2025-08-27,2025-09-01
LEAD-006049,ADV-148,South Africa,Western Cape,Funeral,Meeting,2026-01-31,2026-02-16
LEAD-006050,ADV-133,South Africa,Gauteng,Funeral,Proposal,2025-02-07,2025-03-09
LEAD-006051,ADV-128,South Africa,Gauteng,Life,New,2025-06-04,2025-06-17
LEAD-006052,ADV-026,South Africa,Eastern Cape,Funeral,Contacted,2025-01-31,2025-02-17
LEAD-006053,ADV-148,South Africa,Western Cape,Funeral,Meeting,2024-09-06,2024-10-14
LEAD-006054,ADV-086,South Africa,KwaZulu-Natal,Funeral,New,2025-11-16,2025-12-30
LEAD-006055,ADV-005,South Africa,Gauteng,Funeral,Contacted,2024-08-28,2024-09-02
LEAD-006056,ADV-072,South Africa,KwaZulu-Natal,Life,Meeting,2026-03-18,2026-03-26
LEAD-006057,ADV-145,South Africa,Western Cape,Investment,Contacted,2026-03-23,2026-03-26
LEAD-006058,ADV-139,South Africa,Gauteng,Life,New,2025-11-12,2025-12-09
LEAD-006059,ADV-112,South Africa,Gauteng,Funeral,Meeting,2025-08-13,2025-09-09
LEAD-006060,ADV-142,South Africa,Western Cape,Funeral,Closed Won,2025-03-24,2025-04-06
LEAD-006061,ADV-063,Namibia,Windhoek,Investment,Closed Won,2024-09-09,2024-09-09
LEAD-006062,ADV-038,South Africa,Eastern Cape,Life,New,2025-07-19,2025-07-24
LEAD-006063,ADV-107,Lesotho,Maseru,Investment,Contacted,2025-12-22,2026-01-09
LEAD-006064,ADV-090,Botswana,Francistown,Life,Meeting,2024-09-08,2024-09-09
LEAD-006065,ADV-128,South Africa,Gauteng,Funeral,Closed Lost,2025-12-10,2026-01-01
LEAD-006066,ADV-158,Botswana,Gaborone,Life,Closed Won,2024-08-26,2024-08-31
LEAD-006067,ADV-128,South Africa,Gauteng,Funeral,Contacted,2025-09-14,2025-09-16
LEAD-006068,ADV-052,Lesotho,Berea,Funeral,New,2024-08-27,2024-09-27
LEAD-006069,ADV-007,Lesotho,Maseru,Investment,Closed Lost,2025-12-04,2025-12-26
LEAD-006070,ADV-007,Lesotho,Maseru,Life,Contacted,2025-12-05,2025-12-10
LEAD-006071,ADV-034,South Africa,KwaZulu-Natal,Funeral,Contacted,2024-11-12,2024-11-16
LEAD-006072,ADV-109,South Africa,Gauteng,Health,Meeting,2025-02-01,2025-02-03
LEAD-006073,ADV-082,South Africa,Eastern Cape,Health,Closed Won,2025-11-08,2025-12-19
LEAD-006074,ADV-014,Botswana,Gaborone,Life,Meeting,2025-12-26,2026-01-12
LEAD-006075,ADV-024,South Africa,Western Cape,Funeral,Meeting,2024-06-28,2024-08-02
LEAD-006076,ADV-104,Botswana,Francistown,Funeral,New,2026-05-24,2026-05-25
LEAD-006077,ADV-022,South Africa,Eastern Cape,Investment,Closed Lost,2025-09-07,2025-10-10
LEAD-006078,ADV-024,South Africa,Western Cape,Investment,Meeting,2025-03-04,2025-03-21
LEAD-006079,ADV-019,South Africa,Western Cape,Life,New,2025-01-05,2025-01-13
LEAD-006080,ADV-044,Namibia,Swakopmund,Health,Contacted,2026-04-17,2026-05-04
LEAD-006081,ADV-103,Lesotho,Berea,Health,Contacted,2025-12-20,2025-12-26
LEAD-006082,ADV-112,South Africa,Gauteng,Life,Contacted,2024-10-11,2024-11-14
LEAD-006083,ADV-004,South Africa,Eastern Cape,Funeral,Closed Lost,2026-01-21,2026-01-23
LEAD-006084,ADV-017,Lesotho,Berea,Health,Contacted,2025-12-06,2026-01-05
LEAD-006085,ADV-036,South Africa,KwaZulu-Natal,Life,Closed Won,2026-05-19,2026-05-26
LEAD-006086,ADV-099,South Africa,Western Cape,Funeral,Contacted,2024-12-27,2025-01-31
LEAD-006087,ADV-150,Namibia,Windhoek,Funeral,Meeting,2026-05-10,2026-05-31
LEAD-006088,ADV-023,Lesotho,Berea,Investment,Contacted,2025-02-22,2025-03-07
LEAD-006089,ADV-151,South Africa,Gauteng,Investment,Contacted,2024-06-21,2024-06-22
LEAD-006090,ADV-066,Botswana,Gaborone,Life,Proposal,2025-08-07,2025-08-13
LEAD-006091,ADV-121,South Africa,Gauteng,Funeral,Meeting,2026-01-29,2026-03-04
LEAD-006092,ADV-067,South Africa,Gauteng,Life,New,2025-07-09,2025-08-03
LEAD-006093,ADV-092,Botswana,Gaborone,Funeral,Contacted,2024-07-13,2024-07-18
LEAD-006094,ADV-095,South Africa,Western Cape,Funeral,Proposal,2025-08-29,2025-09-07
LEAD-006095,ADV-012,Lesotho,Maseru,Funeral,New,2025-03-08,2025-04-16
LEAD-006096,ADV-011,South Africa,Western Cape,Funeral,Proposal,2025-01-01,2025-01-09
LEAD-006097,ADV-077,South Africa,Gauteng,Funeral,Meeting,2024-08-31,2024-09-09
LEAD-006098,ADV-143,South Africa,Gauteng,Funeral,New,2026-04-05,2026-05-06
LEAD-006099,ADV-052,Lesotho,Berea,Funeral,Proposal,2026-06-08,2026-06-12
LEAD-006100,ADV-013,South Africa,Eastern Cape,Life,Proposal,2025-07-06,2025-07-24
LEAD-006101,ADV-147,South Africa,Western Cape,Funeral,Meeting,2026-04-07,2026-04-11
LEAD-006102,ADV-158,Botswana,Gaborone,Life,Proposal,2025-01-20,2025-02-03
