policy_id,market,product_type,channel,advisor_id,issue_date,premium
POL-004710,Botswana,Funeral,Independent Broker,ADV-140,2025-02-01,421.4
POL-004711,Namibia,Funeral,Tied Advisor,ADV-109,2025-03-01,440.2
POL-004715,South Africa,Health,Direct Digital,ADV-073,2025-02-03,2209.51
POL-004727,Namibia,Funeral,Tied Advisor,ADV-011,2025-08-20,151.2
POL-004728,Botswana,Funeral,Tied Advisor,ADV-102,2026-04-26,418.28
POL-004730,South Africa,Health,Tied Advisor,ADV-001,2024-06-28,80.02
POL-004736,South Africa,Life,Bancassurance,ADV-137,2025-02-23,549.7
POL-004737,South Africa,Life,Independent Broker,ADV-098,2025-04-26,239.93
POL-004738,Botswana,Life,Tied Advisor,ADV-026,2025-02-15,219.33
POL-004751,South Africa,Funeral,Independent Broker,ADV-077,2025-01-06,77.45
POL-004752,South Africa,Funeral,Bancassurance,ADV-126,2025-03-22,62.54
POL-004763,Botswana,Life,Independent Broker,ADV-119,2024-12-04,67.12
POL-004764,Namibia,Life,Tied Advisor,ADV-094,2024-11-03,61.05
POL-004769,Namibia,Funeral,Direct Digital,ADV-067,2025-06-10,122.28
POL-004772,Botswana,Investment,Tied Advisor,ADV-019,2026-04-10,1375.85
POL-004773,Namibia,Funeral,Independent Broker,ADV-146,2026-01-19,1149.72
POL-004774,Lesotho,Funeral,Tied Advisor,ADV-055,2025-10-11,64.63
POL-004775,Lesotho,Funeral,Bancassurance,ADV-125,2025-07-27,74.94
POL-004777,Namibia,Funeral,Tied Advisor,ADV-135,2026-04-07,118.07
POL-004778,South Africa,Health,Tied Advisor,ADV-087,2024-09-25,132.95
POL-004779,South Africa,Funeral,Tied Advisor,ADV-158,2025-12-02,250.6
POL-004783,South Africa,Investment,Independent Broker,ADV-002,2026-06-14,147.92
POL-004786,South Africa,Life,Independent Broker,ADV-034,2025-03-29,72.47
POL-004787,Namibia,Life,Tied Advisor,ADV-141,2025-06-04,472.48
POL-004788,Lesotho,Health,Independent Broker,ADV-014,2026-02-03,124.84
POL-004790,South Africa,Health,Tied Advisor,ADV-041,2024-11-18,60.98
POL-004791,South Africa,Life,Tied Advisor,ADV-067,2024-07-22,153.49
POL-004792,Namibia,Funeral,Independent Broker,ADV-112,2024-12-30,122.56
POL-004796,South Africa,Investment,Independent Broker,ADV-100,2026-02-12,144.48
POL-004799,Lesotho,Health,Independent Broker,ADV-093,2025-06-20,70.45
POL-004800,South Africa,Funeral,Bancassurance,ADV-041,2026-03-15,271.19
POL-004807,Botswana,Life,Independent Broker,ADV-118,2025-11-13,441.04
POL-004809,South Africa,Funeral,Tied Advisor,ADV-019,2024-07-01,123.18
POL-004812,Lesotho,Funeral,Tied Advisor,ADV-134,2024-10-21,509.69
POL-004814,Lesotho,Funeral,Direct Digital,ADV-050,2025-02-27,217.39
POL-004815,South Africa,Funeral,Direct Digital,ADV-036,2026-05-24,2736.38
POL-004817,Namibia,Funeral,Independent Broker,ADV-017,2025-04-02,447.33
POL-004819,Botswana,Funeral,Bancassurance,ADV-040,2026-01-21,140.49
POL-004821,Botswana,Health,Bancassurance,ADV-062,2025-06-25,130.42
POL-004825,South Africa,Funeral,Direct Digital,ADV-155,2025-12-25,1182.64
POL-004826,South Africa,Life,Independent Broker,ADV-055,2024-08-26,263.5
POL-004828,South Africa,Life,Independent Broker,ADV-116,2025-11-23,197.22
POL-004829,South Africa,Funeral,Independent Broker,ADV-023,2024-07-23,414.01
POL-004832,South Africa,Health,Independent Broker,ADV-087,2024-12-17,234.98
POL-004833,South Africa,Funeral,Independent Broker,ADV-075,2025-11-15,68.14
POL-004835,Lesotho,Funeral,Bancassurance,ADV-088,2025-09-08,427.86
POL-004836,Botswana,Life,Tied Advisor,ADV-100,2025-01-01,72.17
POL-004838,South Africa,Life,Independent Broker,ADV-091,2025-05-30,74.98
POL-004841,South Africa,Funeral,Bancassurance,ADV-120,2024-07-13,406.34
POL-004843,Botswana,Funeral,Independent Broker,ADV-158,2026-01-01,146.53
POL-004844,South Africa,Life,Direct Digital,ADV-031,2025-11-04,242.08
POL-004845,Lesotho,Health,Direct Digital,ADV-002,2026-06-17,246.92
POL-004846,Lesotho,Funeral,Bancassurance,ADV-128,2024-06-21,146.94
POL-004848,Botswana,Health,Independent Broker,ADV-147,2024-06-20,217.08
POL-004851,Botswana,Funeral,Independent Broker,ADV-109,2025-06-22,403.52
POL-004855,Botswana,Funeral,Bancassurance,ADV-102,2026-02-11,1212.29
POL-004861,South Africa,Life,Bancassurance,ADV-086,2025-01-07,2210.63
POL-004862,South Africa,Life,Tied Advisor,ADV-013,2025-04-11,262.11
POL-004865,Botswana,Funeral,Independent Broker,ADV-024,2025-03-25,1099.34
POL-004866,South Africa,Funeral,Independent Broker,ADV-079,2024-12-20,64.44
POL-004871,Namibia,Life,Independent Broker,ADV-127,2026-01-13,70.46
POL-004873,Botswana,Investment,Independent Broker,ADV-011,2024-12-21,251.56
POL-004874,Namibia,Life,Bancassurance,ADV-007,2025-02-18,58.63
POL-004875,Lesotho,Funeral,Direct Digital,ADV-121,2026-04-14,120.3
POL-004877,Namibia,Life,Independent Broker,ADV-043,2026-03-29,2327.82
POL-004880,South Africa,Investment,Bancassurance,ADV-031,2026-05-01,2369.2
POL-004883,South Africa,Funeral,Independent Broker,ADV-095,2024-09-06,72.63
POL-004885,South Africa,Life,Bancassurance,ADV-015,2025-03-16,77.77
POL-004886,South Africa,Funeral,Tied Advisor,ADV-096,2025-02-25,252.76
POL-004889,South Africa,Health,Direct Digital,ADV-035,2025-09-27,121.77
POL-004890,South Africa,Health,Tied Advisor,ADV-088,2024-10-04,209.3
POL-004891,Lesotho,Funeral,Bancassurance,ADV-130,2025-01-25,115.78
POL-004892,Botswana,Funeral,Tied Advisor,ADV-070,2026-05-07,146.1
POL-004894,South Africa,Investment,Direct Digital,ADV-071,2024-12-11,268.76
POL-004897,Lesotho,Life,Direct Digital,ADV-068,2024-12-15,131.99
POL-004899,Botswana,Investment,Independent Broker,ADV-093,2025-05-27,118.52
POL-004900,Lesotho,Life,Direct Digital,ADV-142,2025-10-25,142.6
POL-004901,Lesotho,Health,Independent Broker,ADV-096,2025-12-08,232.52
POL-004906,Lesotho,Health,Independent Broker,ADV-025,2025-12-30,118.35
POL-004907,South Africa,Funeral,Tied Advisor,ADV-147,2026-04-17,123.54
POL-004908,South Africa,Life,Tied Advisor,ADV-151,2025-05-07,117.81
POL-004911,South Africa,Health,Tied Advisor,ADV-144,2025-08-07,65.02
POL-004912,South Africa,Life,Tied Advisor,ADV-036,2025-03-03,158.02
POL-004913,South Africa,Investment,Direct Digital,ADV-153,2026-03-12,74.71
POL-004916,Lesotho,Life,Direct Digital,ADV-106,2025-12-21,215.56
POL-004923,Lesotho,Life,Tied Advisor,ADV-086,2024-07-29,2017.84
POL-004928,South Africa,Investment,Tied Advisor,ADV-159,2025-01-31,71.59
POL-004932,South Africa,Life,Independent Broker,ADV-020,2025-09-23,1932.7
POL-004935,Botswana,Health,Tied Advisor,ADV-099,2025-10-20,165.0
POL-004937,South Africa,Funeral,Tied Advisor,ADV-128,2025-01-20,196.13
POL-004939,South Africa,Funeral,Independent Broker,ADV-157,2025-04-14,142.09
POL-004940,South Africa,Funeral,Tied Advisor,ADV-101,2024-10-04,61.31
POL-004948,South Africa,Funeral,Tied Advisor,ADV-059,2024-12-12,193.83
POL-004950,South Africa,Funeral,Bancassurance,ADV-076,2025-12-26,1313.29
POL-004951,Namibia,Funeral,Bancassurance,ADV-068,2024-09-05,61.33
POL-004952,South Africa,Investment,Bancassurance,ADV-034,2025-07-05,62.24
POL-004954,Lesotho,Health,Tied Advisor,ADV-019,2024-12-21,71.15
POL-004956,South Africa,Investment,Direct Digital,ADV-034,2024-08-20,58.17
POL-004958,South Africa,Funeral,Bancassurance,ADV-156,2025-04-29,149.3
POL-004960,Namibia,Life,Independent Broker,ADV-159,2025-05-08,125.17
POL-004961,Namibia,Funeral,Independent Broker,ADV-139,2025-12-08,406.53
POL-004966,South Africa,Life,Independent Broker,ADV-017,2025-10-22,454.44
POL-004968,Lesotho,Funeral,Tied Advisor,ADV-020,2025-09-20,203.86
POL-004969,Lesotho,Health,Independent Broker,ADV-015,2025-02-11,67.05
POL-004970,South Africa,Funeral,Independent Broker,ADV-015,2025-01-06,1020.39
POL-004971,Lesotho,Life,Tied Advisor,ADV-146,2026-01-06,120.44
POL-004973,South Africa,Health,Bancassurance,ADV-064,2024-10-24,1360.54
POL-004974,South Africa,Life,Tied Advisor,ADV-120,2025-06-15,139.0
POL-004975,South Africa,Life,Independent Broker,ADV-129,2026-04-23,149.66
POL-004977,South Africa,Investment,Tied Advisor,ADV-144,2025-05-26,1078.11
POL-004979,South Africa,Health,Tied Advisor,ADV-156,2026-04-11,1352.16
POL-004981,Namibia,Life,Direct Digital,ADV-082,2025-11-04,256.14
POL-004985,Botswana,Health,Tied Advisor,ADV-137,2024-07-06,60.07
POL-004986,South Africa,Funeral,Direct Digital,ADV-132,2024-06-26,80.99
POL-004988,South Africa,Funeral,Independent Broker,ADV-091,2025-01-04,70.88
POL-004994,Lesotho,Investment,Independent Broker,ADV-088,2024-12-18,1229.28
POL-004995,South Africa,Funeral,Independent Broker,ADV-126,2026-05-09,482.13
POL-004996,South Africa,Life,Tied Advisor,ADV-120,2026-02-07,160.49
POL-004998,South Africa,Life,Independent Broker,ADV-048,2025-11-20,250.6
POL-004999,Namibia,Investment,Bancassurance,ADV-150,2024-10-03,499.96
POL-005004,South Africa,Funeral,Bancassurance,ADV-160,2025-06-20,140.59
POL-005005,Lesotho,Life,Independent Broker,ADV-075,2026-05-25,118.26
POL-005008,South Africa,Funeral,Bancassurance,ADV-134,2024-09-06,58.92
POL-005011,Lesotho,Life,Direct Digital,ADV-118,2026-02-16,60.3
POL-005012,South Africa,Life,Independent Broker,ADV-122,2024-10-12,73.31
POL-005013,South Africa,Investment,Direct Digital,ADV-140,2026-02-26,196.84
POL-005015,South Africa,Funeral,Independent Broker,ADV-077,2024-12-31,228.13
POL-005019,South Africa,Life,Direct Digital,ADV-133,2026-02-18,61.8
POL-005021,Namibia,Funeral,Independent Broker,ADV-103,2026-01-20,121.13
POL-005023,South Africa,Investment,Tied Advisor,ADV-050,2024-09-30,70.97
POL-005027,South Africa,Funeral,Independent Broker,ADV-103,2024-07-15,69.2
POL-005029,Botswana,Life,Tied Advisor,ADV-066,2024-09-25,59.99
POL-005031,South Africa,Investment,Bancassurance,ADV-069,2025-06-26,122.01
POL-005034,South Africa,Health,Tied Advisor,ADV-025,2026-04-30,64.2
POL-005038,South Africa,Health,Independent Broker,ADV-145,2024-08-08,67.68
POL-005044,South Africa,Life,Independent Broker,ADV-152,2025-09-26,418.32
POL-005046,South Africa,Life,Direct Digital,ADV-084,2024-10-14,395.38
POL-005048,Botswana,Health,Tied Advisor,ADV-051,2024-07-26,2273.53
POL-005055,South Africa,Health,Tied Advisor,ADV-085,2024-12-08,264.51
POL-005058,Lesotho,Funeral,Tied Advisor,ADV-058,2026-01-27,127.48
POL-005059,South Africa,Funeral,Bancassurance,ADV-139,2024-08-22,227.18
POL-005065,Lesotho,Life,Independent Broker,ADV-109,2025-08-15,60.42
POL-005067,South Africa,Life,Independent Broker,ADV-149,2024-12-12,150.63
POL-005072,Lesotho,Life,Tied Advisor,ADV-094,2026-04-22,61.66
POL-005084,Botswana,Investment,Tied Advisor,ADV-130,2025-12-18,127.86
POL-005089,Botswana,Funeral,Independent Broker,ADV-011,2025-09-26,198.78
POL-005090,South Africa,Funeral,Tied Advisor,ADV-061,2025-01-17,227.93
POL-005093,Namibia,Life,Tied Advisor,ADV-043,2025-09-18,116.96
POL-005096,South Africa,Funeral,Tied Advisor,ADV-155,2024-07-17,204.56
POL-005097,South Africa,Funeral,Independent Broker,ADV-089,2026-03-13,69.66
POL-005102,South Africa,Funeral,Bancassurance,ADV-074,2026-02-10,976.89
POL-005104,South Africa,Life,Tied Advisor,ADV-067,2025-05-29,116.31
POL-005105,South Africa,Life,Bancassurance,ADV-082,2026-02-21,155.49
POL-005108,South Africa,Health,Tied Advisor,ADV-093,2025-12-12,60.88
POL-005109,Namibia,Investment,Tied Advisor,ADV-040,2025-01-25,248.18
POL-005111,Namibia,Life,Tied Advisor,ADV-107,2025-10-17,255.81
POL-005112,Botswana,Life,Tied Advisor,ADV-045,2025-06-25,126.8
POL-005117,South Africa,Funeral,Bancassurance,ADV-035,2025-05-13,1950.56
POL-005118,South Africa,Life,Tied Advisor,ADV-030,2024-10-22,199.69
POL-005119,Lesotho,Life,Tied Advisor,ADV-090,2026-04-23,254.94
POL-005121,South Africa,Funeral,Tied Advisor,ADV-020,2026-02-01,219.62
POL-005122,Botswana,Health,Independent Broker,ADV-146,2026-01-02,204.46
POL-005126,Botswana,Funeral,Bancassurance,ADV-023,2026-03-05,77.91
POL-005131,Botswana,Funeral,Tied Advisor,ADV-025,2025-05-31,151.62
POL-005133,South Africa,Health,Independent Broker,ADV-038,2026-04-16,233.79
POL-005137,Lesotho,Health,Tied Advisor,ADV-065,2025-07-10,238.16
POL-005138,Botswana,Health,Tied Advisor,ADV-063,2024-08-04,217.99
POL-005140,South Africa,Investment,Direct Digital,ADV-087,2025-08-10,215.67
POL-005143,Namibia,Health,Independent Broker,ADV-081,2025-10-19,148.92
POL-005147,South Africa,Funeral,Independent Broker,ADV-016,2025-05-23,241.74
POL-005148,South Africa,Health,Independent Broker,ADV-103,2024-09-20,2267.86
POL-005149,South Africa,Funeral,Direct Digital,ADV-036,2025-07-09,80.7
POL-005150,South Africa,Funeral,Independent Broker,ADV-145,2026-01-03,118.04
POL-005163,South Africa,Life,Direct Digital,ADV-003,2025-05-03,69.76
POL-005164,Botswana,Life,Tied Advisor,ADV-001,2025-08-22,256.31
POL-005169,Namibia,Life,Independent Broker,ADV-063,2025-11-07,63.97
POL-005174,South Africa,Life,Bancassurance,ADV-078,2025-04-03,250.13
POL-005176,South Africa,Funeral,Tied Advisor,ADV-137,2026-01-06,125.2
POL-005177,Lesotho,Life,Bancassurance,ADV-022,2026-05-10,129.81
POL-005181,Lesotho,Investment,Tied Advisor,ADV-102,2025-07-14,123.28
POL-005182,South Africa,Life,Tied Advisor,ADV-152,2025-02-04,255.83
POL-005184,South Africa,Life,Independent Broker,ADV-042,2024-11-27,135.3
POL-005186,South Africa,Funeral,Bancassurance,ADV-044,2024-11-15,128.53
POL-005187,Namibia,Funeral,Bancassurance,ADV-025,2025-07-26,193.68
POL-005189,South Africa,Life,Direct Digital,ADV-014,2024-10-18,162.11
POL-005196,South Africa,Health,Direct Digital,ADV-099,2026-02-06,399.14
POL-005197,South Africa,Funeral,Tied Advisor,ADV-080,2024-06-30,118.46
POL-005199,South Africa,Funeral,Direct Digital,ADV-095,2025-12-25,117.82
POL-005201,South Africa,Life,Direct Digital,ADV-005,2026-05-29,225.89
POL-005206,South Africa,Life,Independent Broker,ADV-040,2026-02-01,389.51
POL-005212,South Africa,Life,Tied Advisor,ADV-085,2025-08-30,500.27
POL-005215,South Africa,Life,Tied Advisor,ADV-038,2025-01-25,390.67
POL-005217,South Africa,Life,Direct Digital,ADV-097,2024-11-18,2330.75
POL-005221,Botswana,Investment,Bancassurance,ADV-101,2025-05-03,73.35
POL-005228,South Africa,Funeral,Independent Broker,ADV-055,2024-08-29,135.92
POL-005229,Lesotho,Life,Bancassurance,ADV-079,2025-03-24,58.94
POL-005230,Namibia,Life,Tied Advisor,ADV-150,2026-01-16,142.75
POL-005231,South Africa,Health,Bancassurance,ADV-098,2026-05-18,70.95
POL-005241,South Africa,Health,Independent Broker,ADV-027,2025-07-08,166.62
POL-005245,Botswana,Life,Bancassurance,ADV-125,2024-11-13,162.88
POL-005247,Lesotho,Funeral,Tied Advisor,ADV-060,2026-06-13,215.31
POL-005249,Botswana,Funeral,Tied Advisor,ADV-017,2025-05-24,1221.83
POL-005250,South Africa,Funeral,Direct Digital,ADV-032,2024-11-14,74.63
POL-005253,South Africa,Investment,Tied Advisor,ADV-093,2026-04-11,62.89
POL-005254,South Africa,Funeral,Tied Advisor,ADV-026,2025-02-19,58.05
POL-005257,Botswana,Life,Tied Advisor,ADV-154,2025-03-02,422.69
POL-005259,South Africa,Funeral,Independent Broker,ADV-036,2024-12-02,135.94
POL-005260,South Africa,Funeral,Bancassurance,ADV-093,2024-08-06,126.75
POL-005264,South Africa,Funeral,Bancassurance,ADV-026,2024-12-01,69.27
POL-005265,South Africa,Life,Bancassurance,ADV-127,2025-05-05,83.31
POL-005269,Botswana,Life,Tied Advisor,ADV-022,2025-11-18,247.38
POL-005274,South Africa,Life,Tied Advisor,ADV-117,2024-12-23,160.22
POL-005275,Botswana,Life,Tied Advisor,ADV-003,2026-01-03,119.97
POL-005279,Botswana,Funeral,Tied Advisor,ADV-101,2025-04-16,79.08
POL-005281,South Africa,Life,Tied Advisor,ADV-123,2025-03-08,387.91
POL-005288,South Africa,Funeral,Tied Advisor,ADV-135,2024-06-30,70.45
POL-005289,South Africa,Investment,Independent Broker,ADV-087,2025-06-29,126.27
POL-005290,Namibia,Health,Independent Broker,ADV-007,2025-08-15,208.43
POL-005291,South Africa,Life,Direct Digital,ADV-141,2025-02-10,143.98
POL-005294,South Africa,Investment,Independent Broker,ADV-133,2025-03-10,527.47
POL-005295,South Africa,Funeral,Tied Advisor,ADV-107,2024-10-31,240.22
POL-005296,Lesotho,Investment,Direct Digital,ADV-065,2025-11-29,68.36
POL-005297,South Africa,Funeral,Bancassurance,ADV-002,2025-01-10,77.89
POL-005300,South Africa,Funeral,Bancassurance,ADV-152,2025-01-26,119.97
POL-005301,South Africa,Funeral,Tied Advisor,ADV-006,2026-06-14,127.37
POL-005303,Botswana,Funeral,Independent Broker,ADV-058,2025-10-07,128.81
POL-005306,Namibia,Life,Independent Broker,ADV-029,2026-04-13,203.01
POL-005309,South Africa,Health,Bancassurance,ADV-160,2025-08-23,2062.61
POL-005310,Botswana,Life,Independent Broker,ADV-126,2026-01-14,259.4
POL-005312,South Africa,Health,Tied Advisor,ADV-045,2025-08-02,117.5
POL-005314,South Africa,Funeral,Independent Broker,ADV-158,2025-11-10,413.6
POL-005324,South Africa,Life,Direct Digital,ADV-088,2025-09-20,148.16
POL-005327,Namibia,Life,Tied Advisor,ADV-113,2026-05-13,1163.48
POL-005329,South Africa,Life,Tied Advisor,ADV-128,2024-12-23,478.86
POL-005330,South Africa,Life,Bancassurance,ADV-094,2026-06-13,508.0
POL-005331,Botswana,Health,Direct Digital,ADV-021,2025-10-11,236.15
POL-005334,Botswana,Life,Bancassurance,ADV-132,2025-07-31,130.04
POL-005339,Namibia,Funeral,Tied Advisor,ADV-124,2025-11-14,59.48
POL-005344,Lesotho,Funeral,Direct Digital,ADV-160,2025-05-26,214.17
POL-005350,South Africa,Funeral,Bancassurance,ADV-125,2025-10-06,143.18
POL-005351,South Africa,Funeral,Tied Advisor,ADV-127,2024-09-26,137.25
POL-005357,Lesotho,Life,Independent Broker,ADV-011,2025-07-19,221.17
POL-005358,Lesotho,Investment,Independent Broker,ADV-014,2026-02-04,1181.66
POL-005360,South Africa,Health,Tied Advisor,ADV-089,2026-01-14,272.44
POL-005363,South Africa,Investment,Independent Broker,ADV-143,2025-08-08,475.15
POL-005365,South Africa,Health,Tied Advisor,ADV-132,2026-03-18,462.44
POL-005366,South Africa,Funeral,Tied Advisor,ADV-101,2026-05-19,78.5
POL-005368,Botswana,Life,Direct Digital,ADV-040,2025-12-05,75.69
POL-005372,Botswana,Funeral,Independent Broker,ADV-050,2024-08-06,138.77
POL-005375,South Africa,Funeral,Independent Broker,ADV-108,2025-02-15,78.03
POL-005377,Botswana,Funeral,Tied Advisor,ADV-046,2025-09-04,227.35
POL-005378,Namibia,Funeral,Direct Digital,ADV-026,2024-11-15,80.95
POL-005380,South Africa,Life,Tied Advisor,ADV-053,2024-10-23,153.14
POL-005383,Lesotho,Funeral,Tied Advisor,ADV-024,2024-07-08,66.83
POL-005384,South Africa,Life,Tied Advisor,ADV-004,2025-07-16,63.93
POL-005388,Botswana,Funeral,Tied Advisor,ADV-075,2025-10-09,258.42
POL-005389,South Africa,Life,Tied Advisor,ADV-060,2025-09-04,128.47
POL-005392,South Africa,Life,Tied Advisor,ADV-029,2026-04-11,71.01
POL-005398,Botswana,Health,Tied Advisor,ADV-013,2024-06-25,229.74
POL-005401,South Africa,Health,Bancassurance,ADV-091,2024-09-22,125.68
POL-005404,South Africa,Health,Direct Digital,ADV-120,2025-02-10,2324.26
POL-005407,South Africa,Funeral,Direct Digital,ADV-007,2025-12-12,65.64
POL-005408,Botswana,Funeral,Tied Advisor,ADV-147,2025-06-20,127.86
POL-005409,South Africa,Funeral,Independent Broker,ADV-049,2025-09-08,127.96
POL-005417,Lesotho,Funeral,Bancassurance,ADV-135,2025-01-01,69.67
POL-005419,South Africa,Funeral,Independent Broker,ADV-136,2025-01-28,119.23
POL-005426,Namibia,Funeral,Tied Advisor,ADV-082,2024-07-19,207.7
POL-005434,South Africa,Health,Tied Advisor,ADV-022,2025-12-03,261.83
POL-005435,Namibia,Health,Bancassurance,ADV-131,2024-09-24,137.76
POL-005437,South Africa,Funeral,Tied Advisor,ADV-071,2025-09-17,69.04
POL-005438,South Africa,Health,Independent Broker,ADV-058,2026-01-26,269.59
POL-005439,Botswana,Funeral,Tied Advisor,ADV-149,2025-04-01,165.32
POL-005442,South Africa,Funeral,Tied Advisor,ADV-154,2026-04-28,63.35
POL-005443,Botswana,Funeral,Tied Advisor,ADV-088,2025-11-29,2385.58
POL-005447,Botswana,Life,Bancassurance,ADV-068,2025-11-28,67.95
POL-005449,Lesotho,Life,Independent Broker,ADV-029,2024-11-09,134.77
POL-005450,South Africa,Health,Tied Advisor,ADV-090,2026-02-28,127.93
POL-005454,South Africa,Funeral,Bancassurance,ADV-054,2025-02-12,59.6
POL-005460,South Africa,Funeral,Tied Advisor,ADV-008,2025-03-05,267.83
POL-005464,Namibia,Funeral,Tied Advisor,ADV-016,2024-09-06,445.72
POL-005465,South Africa,Life,Tied Advisor,ADV-076,2025-03-21,233.14
POL-005466,South Africa,Investment,Tied Advisor,ADV-075,2025-04-22,62.5
POL-005471,Botswana,Life,Tied Advisor,ADV-150,2025-10-11,141.2
POL-005474,South Africa,Funeral,Tied Advisor,ADV-020,2025-02-13,1057.09
POL-005475,Lesotho,Life,Bancassurance,ADV-063,2024-12-13,222.55
POL-005478,Botswana,Health,Bancassurance,ADV-039,2024-08-17,66.77
POL-005479,South Africa,Funeral,Independent Broker,ADV-091,2026-01-21,495.33
POL-005482,South Africa,Life,Independent Broker,ADV-002,2026-02-12,151.98
POL-005483,Namibia,Funeral,Independent Broker,ADV-160,2025-02-16,250.62
POL-005484,Lesotho,Funeral,Direct Digital,ADV-068,2024-06-25,2325.47
POL-005488,Botswana,Funeral,Bancassurance,ADV-019,2025-07-10,83.03
POL-005490,South Africa,Funeral,Bancassurance,ADV-122,2025-06-14,60.44
POL-005491,South Africa,Life,Independent Broker,ADV-021,2025-11-08,2716.42
POL-005493,South Africa,Life,Tied Advisor,ADV-061,2025-10-11,442.65
POL-005499,South Africa,Life,Tied Advisor,ADV-158,2024-12-07,60.35
POL-005501,Botswana,Funeral,Bancassurance,ADV-126,2024-07-03,265.39
POL-005505,South Africa,Life,Direct Digital,ADV-115,2025-10-14,1040.25
POL-005509,South Africa,Funeral,Bancassurance,ADV-118,2026-05-29,144.33
POL-005513,South Africa,Life,Bancassurance,ADV-033,2026-05-26,166.14
POL-005515,Namibia,Funeral,Direct Digital,ADV-112,2025-08-19,62.82
POL-005518,Botswana,Funeral,Tied Advisor,ADV-125,2025-08-26,82.01
POL-005522,South Africa,Life,Independent Broker,ADV-100,2025-12-16,82.78
POL-005524,Namibia,Life,Tied Advisor,ADV-035,2026-05-20,121.22
POL-005528,South Africa,Funeral,Tied Advisor,ADV-031,2025-06-12,389.15
POL-005529,Namibia,Funeral,Independent Broker,ADV-157,2024-12-27,498.18
POL-005532,Botswana,Health,Tied Advisor,ADV-080,2024-12-16,163.64
POL-005536,Namibia,Life,Tied Advisor,ADV-125,2024-11-06,479.72
POL-005537,Namibia,Funeral,Independent Broker,ADV-082,2026-02-10,414.37
POL-005539,South Africa,Life,Direct Digital,ADV-056,2024-12-07,547.06
POL-005540,South Africa,Health,Bancassurance,ADV-079,2026-02-22,1069.05
POL-005544,Lesotho,Life,Independent Broker,ADV-160,2025-05-06,60.34
POL-005545,South Africa,Funeral,Tied Advisor,ADV-008,2024-11-25,212.6
POL-005546,South Africa,Health,Independent Broker,ADV-008,2026-06-02,217.23
POL-005548,South Africa,Funeral,Tied Advisor,ADV-088,2025-10-31,128.57
POL-005551,South Africa,Life,Tied Advisor,ADV-138,2024-11-02,123.03
POL-005553,Botswana,Life,Tied Advisor,ADV-141,2024-10-02,391.42
POL-005554,South Africa,Life,Bancassurance,ADV-052,2024-09-16,205.46
POL-005559,Botswana,Funeral,Bancassurance,ADV-027,2024-10-01,493.53
POL-005560,Namibia,Funeral,Tied Advisor,ADV-151,2024-09-25,209.73
POL-005562,South Africa,Health,Independent Broker,ADV-127,2026-01-05,121.57
POL-005563,Botswana,Life,Tied Advisor,ADV-018,2025-02-26,1345.3
POL-005568,Namibia,Health,Direct Digital,ADV-036,2024-11-04,137.33
POL-005569,South Africa,Health,Independent Broker,ADV-102,2025-11-17,137.58
POL-005572,Namibia,Investment,Independent Broker,ADV-019,2025-12-29,1133.23
POL-005574,Botswana,Investment,Tied Advisor,ADV-058,2025-03-07,1935.94
POL-005575,South Africa,Funeral,Independent Broker,ADV-016,2025-01-03,501.44
POL-005578,South Africa,Health,Tied Advisor,ADV-160,2024-08-19,426.95
POL-005579,Botswana,Funeral,Bancassurance,ADV-006,2025-12-04,82.54
POL-005580,Botswana,Funeral,Direct Digital,ADV-052,2025-10-11,60.35
POL-005581,South Africa,Life,Tied Advisor,ADV-055,2025-10-07,148.04
POL-005583,South Africa,Health,Bancassurance,ADV-052,2025-12-29,257.91
POL-005586,Botswana,Funeral,Independent Broker,ADV-109,2024-08-06,256.47
POL-005590,South Africa,Life,Tied Advisor,ADV-090,2026-02-25,1367.54
POL-005593,South Africa,Funeral,Tied Advisor,ADV-078,2024-07-24,68.35
POL-005596,Lesotho,Life,Independent Broker,ADV-154,2026-03-13,58.27
POL-005599,South Africa,Funeral,Bancassurance,ADV-047,2026-03-06,526.5
POL-005601,Namibia,Funeral,Independent Broker,ADV-037,2024-11-24,115.42
POL-005604,Botswana,Life,Tied Advisor,ADV-079,2026-05-25,70.07
POL-005606,South Africa,Funeral,Tied Advisor,ADV-119,2026-04-29,59.0
POL-005609,Namibia,Health,Independent Broker,ADV-077,2026-02-25,120.34
POL-005610,South Africa,Funeral,Independent Broker,ADV-002,2025-03-07,161.0
POL-005612,South Africa,Funeral,Tied Advisor,ADV-141,2025-02-22,160.72
POL-005618,South Africa,Funeral,Bancassurance,ADV-069,2025-11-29,452.16
POL-005621,South Africa,Funeral,Bancassurance,ADV-006,2024-07-03,80.82
POL-005625,South Africa,Funeral,Tied Advisor,ADV-122,2025-01-11,60.39
POL-005631,Namibia,Funeral,Independent Broker,ADV-069,2024-07-26,426.26
POL-005634,Botswana,Life,Tied Advisor,ADV-109,2026-06-02,128.91
POL-005637,Botswana,Health,Tied Advisor,ADV-128,2026-04-16,152.92
POL-005643,South Africa,Funeral,Independent Broker,ADV-062,2026-03-11,65.69
POL-005644,South Africa,Health,Tied Advisor,ADV-044,2025-06-08,236.84
POL-005648,South Africa,Health,Independent Broker,ADV-061,2024-08-05,977.69
POL-005649,South Africa,Funeral,Tied Advisor,ADV-057,2025-04-05,439.25
POL-005652,Namibia,Health,Independent Broker,ADV-001,2025-10-14,204.14
