claim_id,fraud_risk_score,layer1a_verdict,layer1b_verdict,final_tier,flagged_date
CLM-002588,29.9,Amber,Clear,Green,2025-05-22
CLM-002589,40.1,Amber,Clear,Amber,2025-03-26
CLM-002590,35.2,Amber,Clear,Amber,2026-04-24
CLM-002591,23.7,Green,Suspected,Green,2025-03-24
CLM-002592,9.4,Green,Clear,Green,2025-02-10
CLM-002593,12.2,Green,Clear,Green,2026-01-27
CLM-002594,48.8,Amber,Clear,Amber,2026-04-05
CLM-002595,7.9,Green,Clear,Green,2026-05-30
CLM-002596,100.0,Red,Clear,Red,2024-08-05
CLM-002597,22.1,Green,Suspected,Green,2025-02-03
CLM-002598,11.7,Green,Suspected,Green,2026-04-08
CLM-002599,23.1,Green,Clear,Green,2025-10-31
CLM-002600,27.2,Green,Clear,Green,2026-03-26
CLM-002601,41.3,Amber,Clear,Amber,2025-03-17
CLM-002602,4.9,Green,Clear,Green,2025-02-24
CLM-002603,50.0,Amber,Clear,Amber,2025-07-07
CLM-002604,16.7,Green,Clear,Green,2026-02-10
CLM-002605,42.3,Amber,Clear,Amber,2026-01-15
CLM-002606,22.5,Green,Clear,Green,2025-02-28
CLM-002607,27.1,Green,Clear,Green,2026-03-17
CLM-002608,15.3,Green,Clear,Green,2025-07-12
CLM-002609,29.0,Amber,Clear,Green,2025-06-04
CLM-002610,24.6,Green,Clear,Green,2025-02-12
CLM-002611,11.1,Green,Clear,Green,2024-11-22
CLM-002612,18.3,Green,Clear,Green,2026-05-29
CLM-002613,11.9,Green,Clear,Green,2025-05-31
CLM-002614,16.9,Green,Clear,Green,2024-12-08
CLM-002615,11.6,Green,Clear,Green,2026-01-07
CLM-002616,43.7,Amber,Clear,Amber,2025-11-10
CLM-002617,13.7,Green,Clear,Green,2026-06-14
CLM-002618,44.9,Amber,Clear,Amber,2025-01-01
CLM-002619,19.6,Green,Clear,Green,2025-12-29
CLM-002620,30.9,Green,Clear,Amber,2025-11-23
CLM-002621,23.3,Green,Clear,Green,2026-04-29
CLM-002622,18.9,Green,Suspected,Green,2025-03-02
CLM-002623,1.0,Green,Confirmed,Green,2025-03-19
CLM-002624,50.2,Amber,Clear,Amber,2025-04-10
CLM-002625,30.3,Green,Clear,Amber,2025-05-08
CLM-002626,1.0,Green,Confirmed,Green,2024-08-09
CLM-002627,26.3,Green,Clear,Green,2025-10-03
CLM-002628,73.4,Red,Clear,Red,2025-03-09
CLM-002629,30.7,Green,Clear,Amber,2025-11-13
CLM-002630,2.0,Green,Clear,Green,2026-04-03
CLM-002631,42.4,Amber,Suspected,Amber,2026-05-26
CLM-002632,26.6,Green,Clear,Green,2026-03-10
CLM-002633,16.7,Green,Clear,Green,2025-07-23
CLM-002634,40.9,Amber,Suspected,Amber,2025-06-22
CLM-002635,63.8,Amber,Clear,Amber,2026-06-20
CLM-002636,24.0,Green,Clear,Green,2024-12-26
CLM-002637,23.3,Green,Clear,Green,2025-06-11
CLM-002638,21.7,Green,Clear,Green,2026-01-15
CLM-002639,41.6,Amber,Clear,Amber,2025-06-04
CLM-002640,12.7,Green,Clear,Green,2025-04-15
CLM-002641,12.7,Green,Clear,Green,2024-10-24
CLM-002642,32.0,Green,Clear,Amber,2026-05-03
CLM-002643,39.3,Amber,Clear,Amber,2024-10-05
CLM-002644,93.6,Red,Clear,Red,2025-10-31
CLM-002645,25.2,Green,Clear,Green,2024-11-01
CLM-002646,47.7,Amber,Confirmed,Amber,2026-01-22
CLM-002647,24.5,Amber,Clear,Green,2024-10-13
CLM-002648,6.1,Green,Clear,Green,2026-02-01
CLM-002649,87.7,Red,Confirmed,Red,2024-08-17
CLM-002650,19.2,Green,Clear,Green,2025-03-06
CLM-002651,29.3,Green,Clear,Green,2025-10-22
CLM-002652,20.8,Green,Clear,Green,2025-06-27
CLM-002653,19.5,Green,Clear,Green,2024-10-19
CLM-002654,14.4,Green,Clear,Green,2026-03-04
CLM-002655,67.2,Amber,Clear,Amber,2024-07-17
CLM-002656,25.0,Green,Clear,Green,2026-01-06
CLM-002657,30.4,Green,Clear,Amber,2025-08-04
CLM-002658,19.5,Green,Clear,Green,2024-06-27
CLM-002659,10.0,Green,Clear,Green,2024-07-04
CLM-002660,29.0,Green,Clear,Green,2025-04-29
CLM-002661,28.9,Green,Clear,Green,2025-03-29
CLM-002662,27.9,Green,Clear,Green,2024-06-29
CLM-002663,67.7,Red,Clear,Amber,2025-05-08
CLM-002664,51.2,Amber,Clear,Amber,2026-01-23
CLM-002665,36.7,Amber,Clear,Amber,2026-02-20
CLM-002666,37.1,Amber,Clear,Amber,2024-09-22
CLM-002667,19.0,Green,Clear,Green,2025-01-23
CLM-002668,34.0,Amber,Clear,Amber,2025-09-15
CLM-002669,100.0,Red,Clear,Red,2025-02-18
CLM-002670,47.2,Amber,Clear,Amber,2026-01-31
CLM-002671,15.7,Green,Clear,Green,2026-05-15
CLM-002672,15.8,Green,Clear,Green,2025-07-29
CLM-002673,35.3,Amber,Clear,Amber,2025-12-05
CLM-002674,47.2,Amber,Confirmed,Amber,2025-07-03
CLM-002675,30.0,Green,Clear,Green,2026-04-30
CLM-002676,1.0,Green,Clear,Green,2026-04-23
CLM-002677,33.5,Amber,Clear,Amber,2024-07-26
CLM-002678,20.3,Green,Clear,Green,2025-03-15
CLM-002679,33.2,Amber,Clear,Amber,2026-06-20
CLM-002680,7.7,Green,Clear,Green,2025-04-14
CLM-002681,42.2,Amber,Clear,Amber,2025-05-10
CLM-002682,33.3,Amber,Clear,Amber,2025-03-01
CLM-002683,49.9,Amber,Clear,Amber,2025-08-08
CLM-002684,18.3,Green,Clear,Green,2024-12-25
CLM-002685,10.0,Green,Clear,Green,2026-03-23
CLM-002686,39.1,Amber,Clear,Amber,2026-03-14
CLM-002687,1.0,Green,Clear,Green,2025-08-19
CLM-002688,47.0,Amber,Confirmed,Amber,2026-06-20
CLM-002689,7.2,Green,Clear,Green,2026-06-20
CLM-002690,15.1,Green,Clear,Green,2025-08-08
CLM-002691,24.1,Amber,Clear,Green,2026-04-30
CLM-002692,22.6,Green,Suspected,Green,2025-12-20
CLM-002693,1.0,Green,Clear,Green,2024-07-09
CLM-002694,28.1,Green,Clear,Green,2025-02-25
CLM-002695,79.6,Red,Clear,Red,2025-09-16
CLM-002696,28.6,Green,Suspected,Green,2025-01-12
CLM-002697,65.3,Amber,Clear,Amber,2025-06-10
CLM-002698,39.0,Amber,Clear,Amber,2024-09-01
CLM-002699,100.0,Red,Clear,Red,2025-02-18
CLM-002700,19.0,Green,Clear,Green,2025-08-05
CLM-002701,15.4,Green,Clear,Green,2026-05-22
CLM-002702,45.1,Amber,Clear,Amber,2024-10-19
CLM-002703,10.2,Green,Clear,Green,2026-01-01
CLM-002704,35.2,Amber,Clear,Amber,2025-02-17
CLM-002705,29.3,Green,Clear,Green,2024-08-05
CLM-002706,47.0,Amber,Clear,Amber,2026-05-14
CLM-002707,26.3,Amber,Clear,Green,2025-01-21
CLM-002708,31.9,Green,Clear,Amber,2026-01-25
CLM-002709,22.7,Green,Confirmed,Green,2024-11-16
CLM-002710,20.6,Green,Clear,Green,2024-06-25
CLM-002711,6.7,Green,Clear,Green,2024-09-03
CLM-002712,40.4,Amber,Clear,Amber,2026-04-14
CLM-002713,22.4,Green,Clear,Green,2025-05-08
CLM-002714,46.7,Amber,Clear,Amber,2024-09-13
CLM-002715,25.0,Green,Clear,Green,2026-03-12
CLM-002716,81.1,Red,Clear,Red,2025-02-17
CLM-002717,36.1,Amber,Clear,Amber,2024-08-09
CLM-002718,42.5,Amber,Clear,Amber,2025-06-12
CLM-002719,61.6,Amber,Clear,Amber,2025-01-30
CLM-002720,24.4,Green,Suspected,Green,2025-04-02
CLM-002721,42.0,Amber,Clear,Amber,2024-12-13
CLM-002722,12.7,Green,Clear,Green,2026-06-02
CLM-002723,38.6,Amber,Clear,Amber,2025-03-13
CLM-002724,1.0,Green,Clear,Green,2026-03-02
CLM-002725,31.8,Green,Clear,Amber,2025-01-03
CLM-002726,7.2,Green,Clear,Green,2025-05-29
CLM-002727,30.3,Green,Clear,Amber,2026-01-03
CLM-002728,16.3,Green,Clear,Green,2025-12-14
CLM-002729,31.7,Amber,Clear,Amber,2025-03-30
CLM-002730,30.6,Amber,Suspected,Amber,2026-04-22
CLM-002731,58.2,Amber,Clear,Amber,2026-02-13
CLM-002732,6.7,Green,Confirmed,Green,2024-09-22
CLM-002733,14.4,Green,Clear,Green,2025-06-29
CLM-002734,34.8,Amber,Clear,Amber,2025-08-24
CLM-002735,27.7,Green,Clear,Green,2026-03-15
CLM-002736,12.7,Green,Clear,Green,2025-05-24
CLM-002737,9.4,Green,Clear,Green,2026-06-05
CLM-002738,27.1,Amber,Clear,Green,2025-07-26
CLM-002739,22.5,Green,Clear,Green,2026-02-23
CLM-002740,46.8,Amber,Clear,Amber,2026-06-02
CLM-002741,24.5,Green,Clear,Green,2026-02-21
CLM-002742,77.7,Red,Clear,Red,2026-03-07
CLM-002743,42.8,Amber,Clear,Amber,2025-06-26
CLM-002744,23.6,Green,Clear,Green,2026-03-23
CLM-002745,18.1,Green,Clear,Green,2025-09-09
CLM-002746,20.5,Green,Clear,Green,2025-08-12
CLM-002747,25.8,Green,Suspected,Green,2025-12-03
CLM-002748,23.5,Green,Clear,Green,2024-10-28
CLM-002749,22.9,Green,Suspected,Green,2025-10-26
CLM-002750,24.4,Amber,Suspected,Green,2025-01-07
CLM-002751,33.1,Amber,Clear,Amber,2024-10-15
CLM-002752,11.3,Green,Clear,Green,2024-11-11
CLM-002753,71.7,Amber,Clear,Red,2025-08-19
CLM-002754,25.9,Green,Clear,Green,2026-01-29
CLM-002755,34.2,Amber,Suspected,Amber,2025-02-16
CLM-002756,18.4,Green,Clear,Green,2025-12-10
CLM-002757,35.8,Amber,Clear,Amber,2024-11-07
CLM-002758,45.3,Amber,Clear,Amber,2025-11-08
CLM-002759,22.3,Green,Confirmed,Green,2025-12-12
CLM-002760,16.4,Green,Clear,Green,2026-04-03
CLM-002761,13.3,Green,Clear,Green,2025-06-06
CLM-002762,7.1,Green,Clear,Green,2026-03-06
CLM-002763,25.7,Green,Clear,Green,2026-01-21
CLM-002764,8.8,Green,Clear,Green,2026-04-05
CLM-002765,36.6,Amber,Clear,Amber,2026-06-20
CLM-002766,8.3,Green,Clear,Green,2025-03-15
CLM-002767,27.3,Amber,Clear,Green,2025-06-13
CLM-002768,7.4,Green,Clear,Green,2025-10-26
CLM-002769,29.1,Green,Suspected,Green,2024-10-03
CLM-002770,44.8,Amber,Suspected,Amber,2026-05-10
CLM-002771,18.9,Green,Clear,Green,2025-10-08
CLM-002772,58.5,Amber,Clear,Amber,2025-08-30
CLM-002773,37.9,Amber,Clear,Amber,2025-06-13
CLM-002774,40.3,Amber,Suspected,Amber,2025-03-25
CLM-002775,1.0,Green,Clear,Green,2025-01-11
CLM-002776,100.0,Red,Clear,Red,2026-03-01
CLM-002777,39.3,Amber,Clear,Amber,2025-04-02
CLM-002778,37.7,Amber,Clear,Amber,2026-04-10
CLM-002779,34.4,Amber,Clear,Amber,2025-01-27
CLM-002780,45.6,Amber,Clear,Amber,2025-03-08
CLM-002781,57.0,Amber,Clear,Amber,2024-08-06
CLM-002782,49.2,Amber,Clear,Amber,2025-05-04
CLM-002783,36.0,Amber,Clear,Amber,2024-06-23
CLM-002784,61.8,Amber,Clear,Amber,2025-01-08
CLM-002785,17.3,Green,Clear,Green,2025-10-25
CLM-002786,18.4,Green,Clear,Green,2024-11-17
CLM-002787,100.0,Red,Clear,Red,2025-04-10
CLM-002788,16.6,Green,Clear,Green,2026-05-05
CLM-002789,2.8,Green,Clear,Green,2024-10-12
CLM-002790,27.0,Green,Clear,Green,2024-09-21
CLM-002791,99.7,Red,Clear,Red,2025-08-12
CLM-002792,67.5,Amber,Clear,Amber,2024-07-19
CLM-002793,35.0,Green,Clear,Amber,2024-08-23
CLM-002794,5.9,Green,Clear,Green,2026-06-20
CLM-002795,11.3,Green,Clear,Green,2026-04-21
CLM-002796,30.2,Amber,Clear,Amber,2024-08-18
CLM-002797,85.9,Red,Clear,Red,2026-06-01
CLM-002798,29.3,Green,Clear,Green,2025-01-07
CLM-002799,1.0,Green,Clear,Green,2025-03-09
CLM-002800,31.4,Green,Clear,Amber,2025-03-17
CLM-002801,19.9,Green,Clear,Green,2024-10-20
CLM-002802,49.9,Amber,Clear,Amber,2024-10-26
CLM-002803,6.4,Green,Clear,Green,2026-04-10
CLM-002804,17.4,Green,Clear,Green,2025-03-29
CLM-002805,82.7,Red,Clear,Red,2025-05-29
CLM-002806,94.6,Red,Clear,Red,2025-03-29
CLM-002807,14.8,Green,Clear,Green,2025-11-24
CLM-002808,22.6,Green,Clear,Green,2025-08-01
CLM-002809,28.6,Green,Clear,Green,2025-08-27
CLM-002810,17.6,Green,Clear,Green,2026-03-24
CLM-002811,56.1,Amber,Suspected,Amber,2025-11-16
CLM-002812,29.5,Amber,Clear,Green,2025-09-11
CLM-002813,12.0,Green,Clear,Green,2025-03-06
CLM-002814,22.1,Green,Clear,Green,2026-05-23
CLM-002815,45.7,Amber,Clear,Amber,2025-06-04
CLM-002816,1.0,Green,Clear,Green,2025-08-03
CLM-002817,8.5,Green,Clear,Green,2024-08-23
CLM-002818,53.3,Amber,Clear,Amber,2026-05-19
CLM-002819,42.4,Amber,Clear,Amber,2024-10-17
CLM-002820,22.4,Green,Confirmed,Green,2024-10-09
CLM-002821,17.3,Green,Clear,Green,2025-04-17
CLM-002822,27.4,Green,Clear,Green,2024-12-11
CLM-002823,44.9,Amber,Suspected,Amber,2025-03-21
CLM-002824,7.0,Green,Clear,Green,2026-04-25
CLM-002825,25.5,Green,Clear,Green,2025-11-17
CLM-002826,10.1,Green,Clear,Green,2026-02-10
CLM-002827,35.1,Amber,Clear,Amber,2025-08-09
CLM-002828,1.0,Green,Clear,Green,2026-05-12
CLM-002829,14.9,Green,Clear,Green,2024-08-27
CLM-002830,29.9,Green,Clear,Green,2024-08-14
CLM-002831,36.4,Amber,Suspected,Amber,2025-07-18
CLM-002832,24.7,Green,Clear,Green,2026-04-23
CLM-002833,13.4,Green,Suspected,Green,2024-11-15
CLM-002834,24.5,Green,Clear,Green,2026-03-09
CLM-002835,34.8,Amber,Clear,Amber,2025-02-22
CLM-002836,32.9,Green,Clear,Amber,2024-12-28
CLM-002837,13.1,Green,Clear,Green,2025-02-02
CLM-002838,25.8,Green,Clear,Green,2026-04-14
CLM-002839,83.2,Red,Clear,Red,2024-07-11
CLM-002840,32.4,Amber,Clear,Amber,2025-12-01
CLM-002841,47.5,Amber,Clear,Amber,2025-12-27
CLM-002842,11.5,Green,Clear,Green,2025-06-06
CLM-002843,76.9,Amber,Suspected,Red,2025-10-02
CLM-002844,13.5,Green,Clear,Green,2025-03-08
CLM-002845,47.7,Amber,Clear,Amber,2024-07-21
CLM-002846,25.7,Green,Clear,Green,2026-04-21
CLM-002847,9.7,Green,Clear,Green,2026-02-07
CLM-002848,15.4,Green,Suspected,Green,2024-09-14
CLM-002849,26.9,Green,Clear,Green,2024-08-14
CLM-002850,25.3,Green,Clear,Green,2024-10-09
CLM-002851,44.1,Amber,Clear,Amber,2026-06-09
CLM-002852,31.9,Amber,Clear,Amber,2024-07-26
CLM-002853,15.5,Green,Clear,Green,2025-09-22
CLM-002854,18.2,Green,Clear,Green,2026-06-20
CLM-002855,57.2,Amber,Clear,Amber,2026-05-10
CLM-002856,100.0,Red,Clear,Red,2025-11-19
CLM-002857,37.6,Amber,Clear,Amber,2025-02-11
CLM-002858,23.4,Green,Clear,Green,2025-05-13
CLM-002859,26.9,Green,Clear,Green,2024-12-09
CLM-002860,22.8,Green,Clear,Green,2024-12-14
CLM-002861,43.5,Amber,Clear,Amber,2025-03-22
CLM-002862,45.6,Amber,Clear,Amber,2025-02-15
CLM-002863,21.4,Green,Clear,Green,2024-11-22
CLM-002864,41.5,Amber,Clear,Amber,2024-09-12
CLM-002865,20.9,Green,Clear,Green,2024-08-20
CLM-002866,67.0,Amber,Clear,Amber,2025-03-30
CLM-002867,16.6,Green,Suspected,Green,2025-12-19
CLM-002868,24.6,Green,Clear,Green,2024-09-06
CLM-002869,17.2,Green,Clear,Green,2025-03-03
CLM-002870,15.0,Green,Clear,Green,2026-06-12
CLM-002871,31.7,Green,Clear,Amber,2026-02-19
CLM-002872,47.3,Amber,Clear,Amber,2025-01-01
CLM-002873,26.1,Green,Clear,Green,2026-04-29
CLM-002874,94.4,Red,Clear,Red,2025-03-15
CLM-002875,39.5,Green,Confirmed,Amber,2026-06-20
CLM-002876,63.0,Amber,Clear,Amber,2025-01-14
CLM-002877,9.6,Green,Suspected,Green,2025-01-10
CLM-002878,68.1,Amber,Clear,Amber,2025-07-15
CLM-002879,11.1,Green,Clear,Green,2025-12-26
CLM-002880,15.8,Green,Clear,Green,2026-06-20
CLM-002881,21.3,Green,Clear,Green,2024-09-16
CLM-002882,15.2,Green,Clear,Green,2025-03-12
CLM-002883,21.7,Green,Clear,Green,2025-06-07
CLM-002884,84.3,Red,Suspected,Red,2026-06-07
CLM-002885,30.8,Amber,Clear,Amber,2025-04-02
CLM-002886,10.4,Green,Clear,Green,2025-02-13
CLM-002887,88.9,Red,Suspected,Red,2025-02-23
CLM-002888,27.9,Green,Clear,Green,2026-03-27
CLM-002889,22.6,Green,Confirmed,Green,2025-05-05
CLM-002890,36.4,Amber,Clear,Amber,2025-09-24
CLM-002891,5.6,Green,Clear,Green,2024-10-04
CLM-002892,20.9,Green,Clear,Green,2026-06-20
CLM-002893,27.0,Green,Clear,Green,2025-03-14
CLM-002894,1.0,Green,Clear,Green,2024-12-28
CLM-002895,21.3,Green,Clear,Green,2025-08-30
CLM-002896,42.5,Amber,Clear,Amber,2025-08-04
CLM-002897,32.3,Amber,Clear,Amber,2026-02-28
CLM-002898,25.1,Amber,Clear,Green,2024-12-23
CLM-002899,40.4,Amber,Clear,Amber,2026-02-07
CLM-002900,21.1,Green,Clear,Green,2026-03-23
CLM-002901,18.7,Green,Clear,Green,2025-03-26
CLM-002902,30.0,Green,Clear,Green,2026-03-31
CLM-002903,39.2,Amber,Clear,Amber,2024-09-20
CLM-002904,15.7,Green,Suspected,Green,2025-08-25
CLM-002905,33.3,Green,Clear,Amber,2024-09-14
CLM-002906,85.5,Red,Clear,Red,2026-03-19
CLM-002907,8.6,Green,Suspected,Green,2026-05-26
CLM-002908,20.5,Green,Clear,Green,2026-04-14
CLM-002909,13.8,Green,Clear,Green,2026-06-17
CLM-002910,28.6,Green,Clear,Green,2026-05-15
CLM-002911,26.1,Amber,Clear,Green,2025-03-26
CLM-002912,29.6,Green,Clear,Green,2026-03-06
CLM-002913,32.1,Amber,Clear,Amber,2024-06-30
CLM-002914,30.1,Amber,Clear,Amber,2024-11-03
CLM-002915,37.7,Amber,Clear,Amber,2026-02-09
CLM-002916,15.2,Green,Clear,Green,2025-02-16
CLM-002917,37.2,Amber,Clear,Amber,2024-12-30
CLM-002918,23.7,Green,Clear,Green,2025-08-24
CLM-002919,16.7,Green,Clear,Green,2025-03-20
CLM-002920,25.4,Green,Clear,Green,2026-04-20
CLM-002921,39.4,Amber,Clear,Amber,2025-06-21
CLM-002922,28.2,Green,Clear,Green,2025-01-25
CLM-002923,25.6,Amber,Clear,Green,2025-11-18
CLM-002924,52.1,Amber,Clear,Amber,2025-09-12
CLM-002925,23.9,Green,Clear,Green,2025-11-03
CLM-002926,20.7,Green,Clear,Green,2026-06-13
CLM-002927,30.4,Amber,Clear,Amber,2025-02-25
CLM-002928,78.4,Red,Clear,Red,2025-10-22
CLM-002929,9.9,Green,Clear,Green,2025-04-12
CLM-002930,42.0,Amber,Clear,Amber,2025-05-13
CLM-002931,18.2,Green,Clear,Green,2024-11-26
CLM-002932,18.6,Green,Clear,Green,2026-01-05
CLM-002933,22.2,Green,Clear,Green,2026-02-20
CLM-002934,100.0,Red,Clear,Red,2024-09-15
CLM-002935,30.3,Amber,Suspected,Amber,2025-11-09
CLM-002936,25.6,Amber,Clear,Green,2025-07-22
CLM-002937,69.0,Amber,Clear,Amber,2024-10-13
CLM-002938,40.9,Amber,Suspected,Amber,2025-02-28
CLM-002939,72.6,Red,Clear,Red,2025-01-05
CLM-002940,22.9,Green,Clear,Green,2025-12-16
CLM-002941,29.3,Amber,Clear,Green,2025-09-06
CLM-002942,25.0,Green,Clear,Green,2026-04-08
CLM-002943,23.3,Green,Clear,Green,2024-09-15
CLM-002944,1.0,Green,Clear,Green,2026-05-08
CLM-002945,21.8,Green,Clear,Green,2024-12-11
CLM-002946,17.7,Green,Clear,Green,2026-03-24
CLM-002947,32.8,Amber,Clear,Amber,2025-03-26
CLM-002948,33.7,Green,Clear,Amber,2025-02-14
CLM-002949,22.9,Green,Clear,Green,2025-12-19
CLM-002950,52.7,Amber,Clear,Amber,2025-02-27
CLM-002951,14.4,Green,Clear,Green,2024-09-27
CLM-002952,26.9,Green,Clear,Green,2025-10-24
CLM-002953,15.8,Green,Confirmed,Green,2024-12-15
CLM-002954,22.0,Green,Clear,Green,2026-05-17
CLM-002955,95.9,Red,Confirmed,Red,2026-04-02
CLM-002956,5.3,Green,Clear,Green,2026-05-02
CLM-002957,1.0,Green,Clear,Green,2025-10-27
CLM-002958,36.5,Green,Clear,Amber,2024-09-09
CLM-002959,50.1,Amber,Clear,Amber,2024-11-18
CLM-002960,1.9,Green,Clear,Green,2025-10-30
CLM-002961,31.5,Amber,Clear,Amber,2025-09-27
CLM-002962,6.7,Green,Clear,Green,2024-12-19
CLM-002963,39.7,Amber,Clear,Amber,2025-10-29
CLM-002964,22.4,Green,Clear,Green,2025-01-15
CLM-002965,37.2,Amber,Clear,Amber,2024-07-09
CLM-002966,35.6,Amber,Clear,Amber,2025-03-25
CLM-002967,24.3,Green,Clear,Green,2025-08-02
CLM-002968,34.2,Amber,Clear,Amber,2026-05-30
CLM-002969,24.1,Green,Clear,Green,2025-05-29
CLM-002970,46.7,Amber,Clear,Amber,2025-08-04
CLM-002971,29.9,Amber,Clear,Green,2026-05-23
CLM-002972,24.0,Green,Clear,Green,2026-05-07
CLM-002973,24.7,Green,Clear,Green,2026-05-02
CLM-002974,24.3,Green,Clear,Green,2025-03-25
CLM-002975,59.0,Amber,Clear,Amber,2025-11-24
CLM-002976,25.2,Green,Clear,Green,2025-04-01
CLM-002977,28.5,Green,Confirmed,Green,2025-07-16
CLM-002978,65.8,Red,Suspected,Amber,2025-09-06
CLM-002979,16.9,Green,Suspected,Green,2025-08-14
CLM-002980,25.4,Green,Clear,Green,2025-12-09
CLM-002981,11.4,Green,Clear,Green,2024-10-19
CLM-002982,14.6,Green,Clear,Green,2025-04-27
CLM-002983,36.8,Amber,Clear,Amber,2025-08-29
CLM-002984,36.5,Green,Clear,Amber,2026-05-29
CLM-002985,45.1,Amber,Clear,Amber,2025-02-16
CLM-002986,27.0,Green,Clear,Green,2026-05-23
CLM-002987,8.5,Green,Clear,Green,2024-11-17
CLM-002988,63.8,Amber,Clear,Amber,2025-10-27
CLM-002989,100.0,Red,Clear,Red,2026-04-07
CLM-002990,27.3,Green,Clear,Green,2025-08-27
CLM-002991,13.3,Green,Clear,Green,2024-12-22
CLM-002992,1.0,Green,Clear,Green,2025-04-12
CLM-002993,17.0,Green,Clear,Green,2024-11-04
CLM-002994,11.4,Green,Clear,Green,2025-12-01
CLM-002995,25.9,Green,Clear,Green,2024-10-18
CLM-002996,49.4,Amber,Clear,Amber,2025-10-24
CLM-002997,27.3,Green,Clear,Green,2025-12-20
CLM-002998,29.2,Amber,Clear,Green,2025-07-10
CLM-002999,34.6,Green,Clear,Amber,2025-11-13
CLM-003000,50.7,Amber,Clear,Amber,2024-09-13
CLM-003001,34.2,Amber,Clear,Amber,2025-01-13
CLM-003002,36.4,Amber,Clear,Amber,2024-10-06
CLM-003003,15.3,Green,Clear,Green,2026-06-14
CLM-003004,35.3,Amber,Clear,Amber,2026-01-02
CLM-003005,7.8,Green,Suspected,Green,2026-04-08
CLM-003006,11.7,Green,Clear,Green,2025-06-14
CLM-003007,40.8,Amber,Clear,Amber,2024-07-25
CLM-003008,57.2,Amber,Clear,Amber,2024-10-06
CLM-003009,9.7,Green,Clear,Green,2024-09-10
CLM-003010,24.1,Green,Clear,Green,2024-12-22
CLM-003011,1.0,Green,Suspected,Green,2026-02-28
CLM-003012,8.4,Green,Clear,Green,2026-03-01
CLM-003013,22.9,Green,Clear,Green,2025-02-17
CLM-003014,53.2,Amber,Clear,Amber,2026-04-18
CLM-003015,29.3,Green,Clear,Green,2026-02-08
CLM-003016,40.7,Amber,Clear,Amber,2025-01-03
CLM-003017,46.1,Amber,Clear,Amber,2026-05-23
CLM-003018,100.0,Red,Clear,Red,2025-10-03
CLM-003019,18.4,Green,Clear,Green,2025-10-16
CLM-003020,51.2,Amber,Clear,Amber,2024-09-05
CLM-003021,33.9,Amber,Clear,Amber,2024-08-07
CLM-003022,16.1,Green,Clear,Green,2024-11-20
CLM-003023,16.1,Green,Clear,Green,2025-09-13
CLM-003024,39.9,Amber,Clear,Amber,2024-07-26
CLM-003025,1.0,Green,Suspected,Green,2024-07-22
CLM-003026,18.9,Green,Clear,Green,2024-07-03
CLM-003027,8.2,Green,Suspected,Green,2024-08-20
CLM-003028,45.3,Amber,Clear,Amber,2026-02-15
CLM-003029,38.7,Amber,Clear,Amber,2024-11-22
CLM-003030,45.0,Amber,Clear,Amber,2026-03-07
CLM-003031,14.8,Green,Clear,Green,2025-05-14
CLM-003032,39.6,Amber,Confirmed,Amber,2026-06-19
CLM-003033,48.8,Amber,Clear,Amber,2024-10-18
CLM-003034,18.9,Green,Clear,Green,2026-04-22
CLM-003035,100.0,Red,Confirmed,Red,2026-03-24
CLM-003036,24.0,Green,Clear,Green,2025-11-22
CLM-003037,24.3,Green,Clear,Green,2026-01-29
CLM-003038,30.6,Amber,Clear,Amber,2025-03-12
CLM-003039,24.9,Green,Clear,Green,2024-11-14
CLM-003040,10.8,Green,Clear,Green,2024-11-20
CLM-003041,12.1,Green,Clear,Green,2024-09-14
CLM-003042,11.6,Green,Clear,Green,2026-03-19
CLM-003043,15.8,Green,Clear,Green,2025-07-27
CLM-003044,46.3,Amber,Clear,Amber,2026-04-17
CLM-003045,37.7,Amber,Clear,Amber,2025-02-22
CLM-003046,27.7,Green,Clear,Green,2025-05-19
CLM-003047,69.9,Amber,Clear,Amber,2025-02-18
CLM-003048,24.6,Amber,Clear,Green,2024-10-07
CLM-003049,100.0,Red,Clear,Red,2025-06-11
CLM-003050,47.1,Amber,Clear,Amber,2025-02-13
CLM-003051,40.5,Amber,Clear,Amber,2025-03-03
CLM-003052,100.0,Red,Clear,Red,2025-04-21
CLM-003053,40.0,Amber,Clear,Amber,2025-08-18
CLM-003054,1.0,Green,Clear,Green,2024-09-09
CLM-003055,100.0,Red,Clear,Red,2025-01-29
CLM-003056,13.2,Green,Clear,Green,2025-10-09
CLM-003057,10.3,Green,Clear,Green,2025-02-17
CLM-003058,1.0,Green,Clear,Green,2025-11-08
CLM-003059,5.5,Green,Clear,Green,2026-06-08
CLM-003060,22.5,Green,Confirmed,Green,2024-07-03
CLM-003061,24.9,Green,Clear,Green,2025-05-31
CLM-003062,45.5,Amber,Clear,Amber,2025-04-14
CLM-003063,22.8,Green,Suspected,Green,2024-09-20
CLM-003064,24.8,Green,Clear,Green,2024-10-07
CLM-003065,47.2,Amber,Clear,Amber,2024-10-04
CLM-003066,22.2,Amber,Clear,Green,2024-07-16
CLM-003067,67.8,Red,Clear,Amber,2025-03-24
CLM-003068,31.8,Green,Clear,Amber,2026-03-31
CLM-003069,14.9,Green,Clear,Green,2025-04-29
CLM-003070,10.3,Green,Clear,Green,2024-10-07
