client_id,redemption_date,partner,reward_value
CLI-003321,2024-09-24,Takealot,400
CLI-006344,2024-12-27,Woolworths,600
CLI-000320,2026-03-07,HBO Max,250
CLI-004503,2025-11-12,British Airways,100
CLI-005136,2026-05-29,British Airways,400
CLI-002513,2025-03-08,Virgin Active,150
CLI-004863,2025-01-22,Virgin Active,150
CLI-005702,2025-08-13,Takealot,250
CLI-005423,2025-01-31,Virgin Active,600
CLI-004306,2026-05-05,HBO Max,600
CLI-003678,2026-05-02,Takealot,400
CLI-004281,2026-01-07,HBO Max,600
CLI-000789,2026-04-05,HBO Max,400
CLI-002795,2024-09-12,Virgin Active,100
CLI-000377,2026-02-25,Engen,600
CLI-005339,2024-07-07,Engen,400
CLI-001668,2025-04-09,British Airways,100
CLI-003806,2025-05-13,British Airways,250
CLI-001826,2024-09-05,Takealot,50
CLI-005504,2025-11-30,Takealot,150
CLI-001050,2025-09-17,Virgin Active,400
CLI-004251,2025-03-01,Woolworths,600
CLI-001295,2024-09-20,Engen,50
CLI-004757,2025-05-17,Woolworths,50
CLI-003940,2025-07-17,British Airways,100
CLI-005443,2024-08-04,Woolworths,400
CLI-004287,2025-01-16,Engen,400
CLI-002317,2025-07-31,Woolworths,250
CLI-002572,2025-10-16,Woolworths,100
CLI-001668,2025-04-01,British Airways,250
CLI-005118,2025-07-31,Engen,600
CLI-000257,2025-06-22,Virgin Active,250
CLI-002874,2025-01-30,Takealot,250
CLI-003335,2024-12-18,HBO Max,100
CLI-002646,2026-02-07,Engen,400
CLI-000594,2026-03-30,British Airways,100
CLI-003001,2024-10-06,HBO Max,600
CLI-003787,2026-05-03,British Airways,100
CLI-005790,2026-01-25,British Airways,250
CLI-001727,2025-07-02,British Airways,600
CLI-000624,2025-07-21,HBO Max,400
CLI-003691,2025-12-19,British Airways,600
CLI-000464,2026-02-10,Woolworths,150
CLI-001944,2025-05-19,Takealot,50
CLI-006061,2024-10-08,British Airways,400
CLI-004945,2025-11-06,HBO Max,600
CLI-003086,2024-12-21,British Airways,150
CLI-004229,2025-09-03,Takealot,150
CLI-002745,2024-12-13,Woolworths,400
CLI-005090,2025-09-18,HBO Max,50
CLI-000241,2025-08-08,HBO Max,250
CLI-001145,2025-05-17,Engen,400
CLI-005209,2025-04-20,Woolworths,100
CLI-001378,2025-07-11,Woolworths,100
CLI-005048,2025-12-17,Engen,150
CLI-005052,2025-05-25,Woolworths,250
CLI-004930,2026-05-23,Woolworths,50
CLI-005911,2026-04-20,Woolworths,100
CLI-000303,2026-04-10,Virgin Active,150
CLI-005369,2024-11-05,HBO Max,600
CLI-000856,2025-05-28,Takealot,600
CLI-005691,2024-07-19,British Airways,400
CLI-002457,2025-02-06,Engen,250
CLI-006445,2026-02-21,Takealot,400
CLI-004083,2025-09-18,HBO Max,400
CLI-002729,2025-03-14,Virgin Active,250
CLI-001265,2025-12-01,British Airways,50
CLI-002319,2026-05-17,HBO Max,600
CLI-002099,2026-06-12,Woolworths,400
CLI-004836,2025-05-05,HBO Max,600
CLI-003260,2025-06-16,Virgin Active,600
CLI-004060,2026-03-28,Virgin Active,250
CLI-003822,2026-05-06,Virgin Active,600
CLI-000688,2026-04-21,Woolworths,50
CLI-005171,2025-02-24,Engen,50
CLI-003823,2026-04-24,Engen,250
CLI-002494,2025-01-20,British Airways,400
CLI-005393,2025-06-15,HBO Max,100
CLI-006012,2026-01-25,British Airways,150
CLI-002641,2024-08-04,Woolworths,250
CLI-003775,2026-01-05,Virgin Active,150
CLI-000206,2025-05-27,British Airways,600
CLI-004452,2024-10-28,British Airways,600
CLI-005072,2025-04-01,British Airways,250
CLI-004448,2025-10-27,Woolworths,100
CLI-002445,2026-01-17,British Airways,100
CLI-003709,2024-08-21,Engen,400
CLI-002458,2025-06-07,HBO Max,600
CLI-003805,2025-01-17,Engen,400
CLI-001555,2025-12-02,British Airways,100
CLI-000822,2026-05-22,British Airways,50
CLI-004035,2025-04-05,British Airways,250
CLI-003202,2025-05-14,Engen,50
CLI-005131,2025-06-14,Virgin Active,100
CLI-003269,2024-10-01,Takealot,250
CLI-004882,2024-06-27,Engen,150
CLI-003754,2025-07-03,Takealot,250
CLI-000357,2025-06-28,HBO Max,50
CLI-005724,2025-06-01,Woolworths,600
CLI-001926,2025-05-05,Woolworths,100
CLI-000193,2025-09-22,Virgin Active,100
CLI-000814,2025-09-08,Virgin Active,400
CLI-005284,2024-07-21,British Airways,600
CLI-002201,2025-12-03,Engen,100
CLI-003657,2025-04-26,HBO Max,50
CLI-002486,2024-07-11,HBO Max,400
CLI-001110,2024-08-15,Engen,400
CLI-004985,2025-08-17,British Airways,150
CLI-005592,2026-03-19,Woolworths,150
CLI-006387,2024-09-21,British Airways,600
CLI-005790,2026-03-07,British Airways,50
CLI-002461,2026-01-02,Woolworths,150
CLI-002524,2025-05-07,Woolworths,150
CLI-001530,2025-10-27,HBO Max,600
CLI-004338,2024-08-28,Engen,50
CLI-000545,2024-12-25,Woolworths,400
CLI-000653,2026-02-13,HBO Max,600
CLI-001916,2026-02-02,HBO Max,400
CLI-001182,2025-06-30,British Airways,50
CLI-000466,2024-09-19,Takealot,400
CLI-004931,2024-08-24,HBO Max,600
CLI-000606,2025-03-15,HBO Max,50
CLI-006208,2025-02-18,HBO Max,150
CLI-004806,2024-10-17,Virgin Active,50
CLI-000476,2025-01-15,Engen,250
CLI-003823,2025-12-12,Virgin Active,50
CLI-004386,2025-03-15,Virgin Active,600
CLI-005956,2025-03-30,British Airways,250
CLI-005740,2025-12-20,Woolworths,150
CLI-003408,2025-09-11,Woolworths,100
CLI-002700,2025-09-28,Engen,250
CLI-006314,2025-03-29,British Airways,150
CLI-002228,2024-12-22,HBO Max,250
CLI-000932,2024-10-12,Virgin Active,150
CLI-003062,2025-03-10,British Airways,400
CLI-001741,2025-03-14,Takealot,100
CLI-002757,2026-05-02,Virgin Active,100
CLI-002481,2026-04-29,British Airways,100
CLI-001559,2026-02-21,British Airways,150
CLI-001244,2026-05-17,HBO Max,400
CLI-005597,2024-08-17,Engen,600
CLI-002698,2024-10-07,Engen,50
CLI-000134,2024-11-15,HBO Max,250
CLI-006325,2025-09-30,Virgin Active,600
CLI-006421,2025-05-26,Woolworths,150
CLI-003274,2025-10-21,British Airways,400
CLI-002645,2026-02-04,HBO Max,400
CLI-001897,2026-03-31,Takealot,250
CLI-006122,2026-02-08,Woolworths,600
CLI-000427,2026-01-01,British Airways,250
CLI-001754,2024-09-30,Engen,250
CLI-002395,2025-04-21,Takealot,600
CLI-006135,2025-11-06,Virgin Active,250
CLI-000580,2026-05-14,Takealot,400
CLI-003091,2025-01-22,Takealot,600
CLI-000901,2025-07-23,Engen,150
CLI-006396,2024-11-10,Engen,150
CLI-003910,2025-05-06,British Airways,100
CLI-005633,2025-03-24,HBO Max,600
CLI-000508,2025-02-08,Engen,50
CLI-004600,2024-10-07,Virgin Active,600
CLI-003266,2025-01-30,Virgin Active,50
CLI-000676,2025-10-12,Virgin Active,250
CLI-004710,2025-04-06,Takealot,400
CLI-004418,2024-10-23,Virgin Active,400
CLI-004207,2025-06-12,Virgin Active,150
CLI-005290,2026-03-19,Virgin Active,150
CLI-004663,2025-04-17,British Airways,50
CLI-001055,2025-05-07,Virgin Active,600
CLI-002561,2025-10-20,HBO Max,600
CLI-002661,2024-09-28,Woolworths,150
CLI-000916,2026-04-23,Takealot,600
CLI-001305,2025-11-24,Woolworths,600
CLI-000202,2025-01-02,Woolworths,150
CLI-004963,2026-06-11,British Airways,250
CLI-005972,2025-10-02,Takealot,400
CLI-001097,2026-06-15,Takealot,400
CLI-002445,2025-10-09,Woolworths,400
CLI-002882,2025-11-29,Engen,100
CLI-000876,2026-06-17,Takealot,600
CLI-001522,2024-09-21,HBO Max,100
CLI-000899,2025-10-13,Engen,250
CLI-000137,2026-03-28,Engen,100
CLI-000096,2026-03-02,British Airways,400
CLI-000852,2025-10-19,Takealot,600
CLI-002114,2025-06-09,British Airways,150
CLI-004225,2026-02-05,British Airways,50
CLI-001289,2025-11-18,Virgin Active,150
CLI-004057,2025-07-07,Virgin Active,150
CLI-004694,2025-12-29,Woolworths,100
CLI-006223,2025-07-18,Woolworths,100
CLI-000466,2025-04-30,Engen,400
CLI-000696,2024-12-20,HBO Max,400
CLI-002317,2024-11-01,Virgin Active,150
CLI-005869,2024-07-29,Engen,250
CLI-002299,2024-08-07,Takealot,50
CLI-001924,2024-08-06,Engen,50
CLI-000451,2025-10-28,British Airways,50
CLI-003700,2025-02-12,Takealot,50
CLI-004357,2024-09-21,Virgin Active,50
CLI-003823,2025-10-08,Takealot,50
CLI-000502,2024-09-20,Virgin Active,600
CLI-004512,2025-05-13,Woolworths,150
CLI-001416,2024-12-24,Woolworths,400
CLI-002131,2025-08-26,British Airways,400
CLI-002889,2024-09-13,Takealot,600
CLI-001077,2026-05-29,Takealot,100
CLI-000104,2024-11-17,Engen,600
CLI-006376,2026-06-06,Woolworths,250
CLI-005751,2025-02-22,Virgin Active,100
CLI-003220,2024-09-29,British Airways,100
CLI-001562,2026-04-20,Virgin Active,600
CLI-006066,2026-04-19,Engen,400
CLI-000043,2025-07-16,Takealot,50
CLI-003288,2025-04-26,British Airways,50
CLI-001756,2025-09-08,Virgin Active,100
CLI-000282,2025-09-25,Engen,50
CLI-001046,2026-01-11,Engen,600
CLI-006365,2024-06-23,HBO Max,150
CLI-001673,2026-05-15,Takealot,400
CLI-005123,2025-08-05,Virgin Active,100
CLI-004597,2024-07-20,Woolworths,150
CLI-001755,2025-01-21,British Airways,100
CLI-000604,2025-08-18,British Airways,50
CLI-006033,2024-08-12,Virgin Active,100
CLI-002078,2026-02-03,British Airways,400
CLI-004511,2026-05-30,Virgin Active,250
CLI-002372,2025-03-17,Takealot,150
CLI-006292,2025-11-24,Engen,600
CLI-000428,2025-02-10,British Airways,100
CLI-000259,2026-02-15,Takealot,100
CLI-000823,2025-11-29,Takealot,50
CLI-002011,2025-06-12,Engen,50
CLI-005216,2026-02-02,Woolworths,600
CLI-000808,2026-05-09,British Airways,100
CLI-005629,2025-03-04,Engen,100
CLI-004023,2026-02-27,Engen,150
CLI-003023,2024-09-23,British Airways,600
CLI-002322,2025-02-24,Engen,150
CLI-000671,2025-03-13,Takealot,50
CLI-005060,2024-12-18,HBO Max,600
CLI-005952,2026-05-12,Virgin Active,100
CLI-002582,2024-07-20,HBO Max,250
CLI-002809,2025-11-18,Woolworths,100
CLI-000523,2026-03-18,Engen,400
CLI-001457,2026-03-12,Engen,50
CLI-003412,2024-12-01,British Airways,50
CLI-002444,2024-09-30,HBO Max,400
CLI-002988,2025-01-20,Takealot,50
CLI-004088,2024-12-08,Takealot,400
CLI-005281,2025-02-01,Virgin Active,150
CLI-001215,2025-09-14,Takealot,250
CLI-002682,2026-03-30,British Airways,150
CLI-003146,2024-07-25,Takealot,100
CLI-006248,2026-01-02,HBO Max,400
CLI-005376,2025-05-06,Takealot,600
CLI-005988,2025-12-22,Woolworths,250
CLI-002427,2026-03-07,Takealot,100
CLI-005957,2024-11-06,Woolworths,150
CLI-004720,2025-05-14,HBO Max,250
CLI-001272,2025-01-23,Virgin Active,600
CLI-002531,2025-09-24,Virgin Active,150
CLI-002814,2025-08-29,Woolworths,250
CLI-004634,2026-03-24,HBO Max,50
CLI-000496,2024-12-13,Virgin Active,150
CLI-001311,2026-02-18,Engen,250
CLI-001177,2026-03-16,Woolworths,100
CLI-004803,2026-02-15,Engen,400
CLI-000821,2024-06-23,British Airways,600
CLI-002126,2025-11-20,HBO Max,50
CLI-000400,2024-08-14,Virgin Active,600
CLI-000428,2025-04-21,Virgin Active,100
CLI-003276,2025-02-12,British Airways,250
CLI-003594,2024-11-09,Takealot,50
CLI-001039,2026-03-25,Takealot,100
CLI-006266,2025-12-13,Takealot,50
CLI-004951,2026-02-17,Virgin Active,100
CLI-003816,2026-06-02,British Airways,250
CLI-001669,2026-02-12,Takealot,150
CLI-002067,2025-01-17,Woolworths,100
CLI-005702,2024-07-24,Woolworths,250
CLI-005395,2025-01-31,Takealot,50
CLI-006113,2026-03-26,Woolworths,100
CLI-005292,2025-02-18,Engen,150
CLI-006237,2024-12-21,Woolworths,50
CLI-001054,2025-04-28,British Airways,50
CLI-005789,2024-06-28,Virgin Active,150
CLI-002384,2026-05-19,HBO Max,150
CLI-000252,2025-11-20,British Airways,100
CLI-000523,2025-09-24,British Airways,250
CLI-002312,2025-10-16,Woolworths,50
CLI-005919,2024-12-28,Virgin Active,100
CLI-000031,2026-06-16,Engen,250
CLI-005617,2025-07-06,British Airways,150
CLI-003274,2024-09-04,Virgin Active,250
CLI-001372,2026-03-18,Woolworths,600
CLI-003450,2025-05-28,Virgin Active,50
CLI-002775,2024-11-14,Virgin Active,400
CLI-001800,2026-03-16,Engen,600
CLI-006402,2025-08-13,Virgin Active,150
CLI-000010,2024-07-19,HBO Max,600
CLI-001439,2025-08-20,Virgin Active,100
CLI-005427,2024-07-07,Engen,400
CLI-002482,2025-05-10,HBO Max,250
CLI-004529,2025-01-03,Takealot,400
CLI-001122,2024-08-03,Woolworths,400
CLI-005172,2026-04-16,Virgin Active,50
CLI-002040,2025-08-16,Takealot,100
CLI-002816,2025-06-17,Engen,250
CLI-005618,2025-07-31,British Airways,150
CLI-000714,2025-03-29,Engen,250
CLI-002455,2025-02-05,British Airways,250
CLI-003745,2026-04-15,British Airways,50
CLI-000351,2025-11-20,Virgin Active,600
CLI-002231,2025-09-02,Virgin Active,100
CLI-001763,2025-11-05,Virgin Active,50
CLI-005679,2026-05-21,Virgin Active,50
CLI-002213,2024-09-10,Takealot,250
CLI-004101,2025-07-31,Virgin Active,150
CLI-003657,2025-05-21,Engen,250
CLI-004697,2024-12-03,Woolworths,150
CLI-000050,2026-05-03,HBO Max,600
CLI-000318,2024-07-10,Woolworths,150
CLI-001104,2024-09-23,Engen,50
CLI-000117,2024-08-08,Woolworths,50
CLI-005190,2025-11-19,British Airways,400
CLI-002943,2026-01-25,British Airways,400
CLI-000841,2026-02-17,British Airways,250
CLI-001570,2025-09-18,Takealot,400
CLI-002597,2024-11-29,Engen,600
CLI-000074,2025-06-22,HBO Max,250
CLI-002023,2026-01-16,HBO Max,600
CLI-002971,2025-04-07,Takealot,150
CLI-004722,2025-10-08,Woolworths,100
CLI-001878,2025-01-29,Takealot,100
CLI-005853,2025-01-11,Virgin Active,600
CLI-006368,2025-11-10,Virgin Active,150
CLI-004956,2025-03-05,Woolworths,250
CLI-000071,2025-10-15,British Airways,50
CLI-001822,2025-12-08,Engen,250
CLI-003748,2024-12-04,Takealot,250
CLI-003253,2025-05-27,British Airways,50
CLI-001697,2025-02-24,Engen,100
CLI-006329,2024-10-03,Engen,600
CLI-001463,2024-06-20,British Airways,400
CLI-004461,2025-11-12,Takealot,50
CLI-004532,2024-12-06,Engen,50
CLI-000580,2024-08-12,HBO Max,250
CLI-003348,2026-04-12,Takealot,50
CLI-004949,2026-04-22,Virgin Active,400
CLI-002854,2026-02-10,HBO Max,100
CLI-004233,2024-09-13,Engen,50
CLI-005857,2026-03-07,Takealot,250
CLI-002597,2026-05-14,Engen,50
CLI-004443,2024-08-07,Engen,100
CLI-005131,2024-07-03,Virgin Active,400
CLI-003346,2025-09-21,Woolworths,400
CLI-000420,2025-10-15,Takealot,600
CLI-006072,2025-09-07,Engen,600
CLI-001705,2024-09-28,HBO Max,250
CLI-004754,2025-10-13,Takealot,400
CLI-003106,2025-01-06,Woolworths,100
CLI-000972,2024-12-30,Woolworths,250
CLI-001234,2026-04-17,Woolworths,150
CLI-001175,2026-06-01,HBO Max,100
CLI-002082,2026-06-05,HBO Max,600
CLI-001843,2025-05-26,HBO Max,600
CLI-002698,2025-12-30,Woolworths,150
CLI-000118,2024-08-13,Engen,100
CLI-004942,2025-09-06,Virgin Active,150
CLI-003974,2025-10-07,Virgin Active,250
CLI-004343,2025-11-15,Virgin Active,50
CLI-004317,2024-07-13,HBO Max,250
CLI-004522,2026-05-20,British Airways,50
CLI-000832,2025-09-25,Woolworths,100
CLI-004959,2024-10-22,Engen,250
CLI-000659,2024-07-20,Woolworths,50
CLI-003004,2025-10-25,British Airways,600
CLI-003773,2024-08-30,Woolworths,250
CLI-003230,2025-11-23,Virgin Active,400
CLI-003707,2025-03-17,British Airways,50
CLI-000998,2025-05-25,British Airways,50
CLI-005050,2025-02-23,Takealot,100
CLI-001224,2025-11-16,Takealot,150
CLI-000098,2024-10-11,Takealot,50
CLI-003133,2025-07-26,Engen,600
CLI-001404,2025-07-16,Engen,100
CLI-004256,2025-08-18,Woolworths,250
CLI-002088,2025-06-24,Engen,400
CLI-002920,2026-02-14,British Airways,400
CLI-001228,2025-10-13,Virgin Active,100
CLI-002332,2025-07-21,Woolworths,150
CLI-004474,2025-08-13,British Airways,250
CLI-001666,2025-08-24,HBO Max,100
CLI-003609,2025-10-24,Engen,150
CLI-002029,2024-07-12,Woolworths,600
CLI-001265,2026-05-10,Virgin Active,250
CLI-004037,2024-07-04,HBO Max,400
CLI-004176,2024-08-26,HBO Max,400
CLI-004503,2025-09-07,British Airways,50
CLI-002036,2025-12-04,Woolworths,600
CLI-000048,2025-12-07,HBO Max,400
CLI-004602,2025-06-23,British Airways,150
CLI-000841,2025-04-16,HBO Max,100
CLI-001492,2025-03-01,Takealot,100
CLI-003806,2025-09-06,Virgin Active,100
CLI-000995,2024-09-11,Virgin Active,100
CLI-006478,2025-10-03,Woolworths,400
CLI-005112,2025-11-25,Virgin Active,250
CLI-001272,2024-10-27,Engen,150
CLI-001421,2024-09-22,HBO Max,600
CLI-000537,2026-02-17,HBO Max,150
CLI-005846,2025-08-17,Takealot,150
CLI-002277,2025-12-07,Woolworths,150
CLI-002121,2025-02-04,Takealot,150
CLI-006150,2025-03-12,Woolworths,400
CLI-004684,2025-01-09,Virgin Active,100
CLI-001376,2024-09-05,British Airways,400
CLI-006194,2024-09-18,Woolworths,150
CLI-004702,2025-11-22,Takealot,250
CLI-001669,2026-03-22,British Airways,400
CLI-001949,2026-05-05,HBO Max,250
CLI-005561,2025-06-06,HBO Max,50
CLI-002681,2024-08-25,HBO Max,250
CLI-001977,2025-09-20,HBO Max,100
CLI-002503,2025-12-21,Woolworths,600
CLI-001439,2025-01-26,Takealot,50
CLI-002647,2026-03-23,Woolworths,150
CLI-000899,2025-03-29,British Airways,50
CLI-002725,2026-06-04,Virgin Active,600
CLI-003088,2024-09-24,Virgin Active,150
CLI-002098,2025-04-22,Woolworths,50
CLI-001390,2025-11-02,Woolworths,250
CLI-000451,2025-09-07,Virgin Active,100
CLI-002329,2026-04-20,Engen,400
CLI-005608,2025-04-22,Engen,400
CLI-005454,2025-10-13,Woolworths,600
CLI-003378,2025-07-21,Takealot,400
CLI-003392,2026-04-05,Virgin Active,100
CLI-006394,2024-11-21,Virgin Active,400
CLI-005552,2024-06-28,Engen,150
CLI-001070,2024-11-22,HBO Max,600
CLI-005252,2025-09-02,Virgin Active,50
CLI-006001,2025-07-03,HBO Max,100
CLI-002874,2024-08-31,HBO Max,150
CLI-001285,2025-11-26,Virgin Active,50
CLI-002609,2024-08-08,Engen,150
CLI-003053,2026-04-26,Virgin Active,150
CLI-004672,2026-05-14,HBO Max,250
CLI-000707,2026-04-25,British Airways,100
CLI-003314,2026-04-29,Takealot,50
CLI-006317,2024-09-25,Engen,150
CLI-000237,2026-02-10,British Airways,400
CLI-000519,2025-09-13,Takealot,250
CLI-004314,2025-06-21,British Airways,100
CLI-002672,2025-10-13,Virgin Active,250
CLI-002293,2025-07-30,Takealot,400
CLI-001162,2025-12-10,Woolworths,400
CLI-002524,2025-11-03,Woolworths,250
CLI-000072,2025-01-24,Woolworths,150
CLI-001167,2026-02-06,Virgin Active,50
CLI-006338,2025-02-03,British Airways,100
CLI-004147,2025-11-03,HBO Max,150
CLI-003118,2025-02-27,Woolworths,400
CLI-002478,2024-08-02,Virgin Active,100
CLI-000650,2025-12-22,HBO Max,150
CLI-003791,2024-11-05,Virgin Active,250
CLI-002385,2024-11-14,British Airways,50
CLI-002808,2025-10-30,Virgin Active,100
CLI-003644,2025-02-05,Takealot,250
CLI-003649,2025-07-13,HBO Max,100
CLI-001885,2025-04-02,British Airways,50
CLI-001353,2024-09-02,Takealot,250
CLI-006473,2024-09-06,Virgin Active,100
CLI-002893,2025-07-05,Engen,50
CLI-000395,2026-03-05,Virgin Active,600
CLI-004269,2025-11-13,HBO Max,100
CLI-005599,2025-09-11,Engen,250
CLI-005563,2025-07-06,Takealot,50
CLI-003652,2025-09-19,Virgin Active,150
CLI-003125,2024-10-13,Engen,400
CLI-001284,2026-05-07,Virgin Active,600
CLI-002443,2025-05-28,Takealot,150
CLI-004314,2025-11-02,British Airways,600
CLI-001677,2025-02-07,British Airways,100
CLI-006025,2024-07-15,British Airways,400
CLI-002557,2025-11-29,HBO Max,100
CLI-000598,2025-03-28,British Airways,600
CLI-004320,2025-01-03,Engen,100
CLI-004430,2025-07-02,HBO Max,400
CLI-005228,2024-10-03,British Airways,50
CLI-006087,2025-04-11,Engen,50
CLI-004263,2025-09-18,British Airways,600
CLI-003349,2026-06-19,British Airways,100
CLI-006180,2025-10-01,British Airways,250
CLI-005097,2024-06-20,HBO Max,250
CLI-005696,2024-10-17,Takealot,400
CLI-006046,2025-11-22,Virgin Active,50
CLI-002993,2025-02-26,Woolworths,600
CLI-001146,2024-12-04,Engen,100
CLI-005491,2024-06-21,Virgin Active,150
CLI-000272,2025-10-21,Virgin Active,250
CLI-000285,2025-04-21,HBO Max,400
CLI-005276,2024-11-21,British Airways,250
CLI-002243,2025-06-06,HBO Max,600
CLI-002310,2025-02-17,Engen,100
CLI-006395,2025-04-02,Virgin Active,250
CLI-004301,2025-03-24,Engen,400
CLI-005069,2024-10-29,Virgin Active,250
CLI-000802,2026-06-03,Takealot,50
CLI-003213,2026-06-13,HBO Max,400
CLI-005216,2025-06-20,Engen,150
CLI-005530,2025-10-13,Virgin Active,250
CLI-001189,2026-06-13,Engen,100
CLI-004176,2025-07-05,HBO Max,400
CLI-003928,2025-11-02,Virgin Active,400
CLI-002348,2026-02-27,Engen,250
CLI-001795,2025-06-14,Virgin Active,100
CLI-006113,2024-12-30,Engen,400
CLI-006128,2025-04-12,Takealot,150
CLI-002394,2024-10-14,British Airways,400
CLI-004683,2025-05-27,HBO Max,600
CLI-005614,2025-05-08,Takealot,50
CLI-004546,2024-11-04,Engen,400
CLI-000852,2026-01-24,British Airways,50
CLI-005642,2025-04-12,Engen,400
CLI-003601,2025-11-02,British Airways,100
CLI-000274,2025-08-01,British Airways,150
CLI-002125,2024-12-24,Engen,400
CLI-000333,2025-12-15,Engen,100
CLI-003642,2025-03-07,HBO Max,600
CLI-006229,2024-11-26,Engen,250
CLI-001594,2025-10-01,Virgin Active,100
CLI-004320,2024-08-22,Engen,600
CLI-003989,2026-03-16,Engen,400
CLI-004932,2026-01-31,Virgin Active,100
CLI-001529,2025-11-23,Engen,50
CLI-003639,2025-06-13,Virgin Active,250
CLI-000659,2025-04-30,Engen,600
CLI-004078,2026-03-04,Engen,100
CLI-004664,2024-12-19,Takealot,100
CLI-003704,2024-09-14,Woolworths,600
CLI-004772,2025-05-29,Woolworths,100
CLI-002468,2025-04-29,HBO Max,400
CLI-004817,2024-07-16,HBO Max,150
CLI-002049,2025-04-18,British Airways,100
CLI-001561,2024-10-10,Woolworths,250
CLI-002012,2025-05-28,Engen,600
CLI-002419,2025-03-21,Takealot,400
CLI-004753,2026-04-14,British Airways,250
CLI-003797,2025-11-03,Takealot,400
CLI-000236,2026-04-18,Takealot,50
CLI-003599,2026-04-30,British Airways,50
CLI-002919,2025-07-30,Woolworths,150
CLI-004102,2024-11-26,Engen,50
CLI-005537,2025-09-22,HBO Max,150
CLI-000317,2025-04-08,HBO Max,50
CLI-005930,2024-10-26,Woolworths,50
CLI-000771,2025-10-05,HBO Max,400
CLI-002206,2024-09-19,Takealot,400
CLI-004301,2025-03-24,Engen,250
CLI-002816,2026-04-29,Woolworths,400
CLI-005406,2026-03-27,Virgin Active,600
CLI-000979,2025-07-02,Engen,600
CLI-005980,2025-03-28,HBO Max,250
CLI-000399,2025-11-30,Takealot,100
CLI-003109,2026-02-14,HBO Max,250
CLI-000032,2024-11-09,Woolworths,400
CLI-004216,2026-06-18,Virgin Active,250
CLI-003397,2025-12-31,Takealot,50
CLI-000224,2024-08-25,Engen,400
CLI-003704,2025-12-16,Woolworths,100
CLI-003084,2024-10-18,HBO Max,600
CLI-002545,2025-09-02,Woolworths,600
CLI-005880,2024-09-08,British Airways,400
CLI-002131,2025-05-13,Engen,150
CLI-005530,2025-02-09,Engen,50
CLI-000586,2025-04-23,Takealot,400
CLI-004117,2025-05-08,Engen,100
CLI-005208,2025-04-06,HBO Max,100
CLI-002521,2025-04-19,Virgin Active,400
CLI-001277,2025-06-14,HBO Max,100
CLI-005072,2025-12-19,Virgin Active,400
CLI-004691,2025-12-05,HBO Max,100
CLI-004153,2026-05-01,Woolworths,400
CLI-001131,2025-06-30,British Airways,50
CLI-004149,2026-02-11,Takealot,150
CLI-002099,2024-10-14,HBO Max,50
CLI-005504,2025-12-29,Takealot,50
CLI-000695,2025-07-30,HBO Max,50
CLI-005994,2025-09-12,Takealot,600
CLI-003636,2025-07-02,Engen,150
CLI-001386,2025-12-02,British Airways,400
CLI-001484,2025-03-22,HBO Max,250
CLI-004911,2025-12-11,Woolworths,100
CLI-006235,2025-03-04,Takealot,250
CLI-000508,2024-08-03,Virgin Active,100
CLI-002982,2025-12-04,Engen,100
CLI-004016,2026-06-15,Takealot,100
CLI-001893,2024-10-11,HBO Max,600
CLI-001820,2025-10-02,HBO Max,150
CLI-004825,2026-02-08,Woolworths,250
CLI-006294,2025-04-15,Virgin Active,250
CLI-003056,2025-10-05,British Airways,100
CLI-006012,2024-08-28,Engen,250
CLI-005300,2025-09-13,Engen,100
CLI-006460,2026-05-02,Engen,250
CLI-003760,2025-10-20,Engen,150
CLI-005869,2024-08-16,Virgin Active,400
CLI-002732,2026-05-17,Takealot,100
CLI-003645,2025-12-29,Takealot,250
CLI-003709,2025-07-23,Engen,600
CLI-001617,2025-04-03,British Airways,150
CLI-000154,2026-05-12,British Airways,50
CLI-006015,2025-11-07,HBO Max,50
CLI-003039,2025-06-07,Woolworths,150
CLI-004281,2025-10-01,Virgin Active,100
CLI-006286,2025-05-25,HBO Max,250
CLI-003854,2025-01-09,Takealot,600
CLI-004164,2025-01-26,British Airways,600
CLI-001565,2026-05-24,Engen,50
CLI-001135,2025-11-17,HBO Max,250
CLI-001391,2024-09-11,Virgin Active,250
CLI-000377,2025-02-12,Woolworths,250
CLI-002139,2024-07-27,Takealot,100
CLI-000798,2025-11-05,Engen,100
CLI-000257,2026-03-02,Virgin Active,400
CLI-005328,2026-05-26,HBO Max,600
CLI-001478,2025-06-30,British Airways,50
CLI-002192,2025-10-28,Engen,400
CLI-005373,2025-05-09,Engen,250
CLI-003631,2025-11-12,Takealot,100
CLI-001210,2025-02-17,Virgin Active,100
CLI-002736,2025-04-22,HBO Max,100
CLI-004455,2024-08-06,Woolworths,100
CLI-000999,2025-04-16,HBO Max,100
CLI-000692,2024-07-25,Virgin Active,100
CLI-000254,2026-03-06,British Airways,100
CLI-001391,2024-08-12,Engen,100
CLI-004222,2025-05-11,Virgin Active,50
CLI-001355,2024-07-25,Woolworths,600
CLI-000544,2024-09-01,Takealot,50
CLI-003044,2024-11-17,HBO Max,400
CLI-004904,2025-06-15,Engen,150
CLI-006307,2024-08-21,Virgin Active,50
CLI-001446,2024-08-31,British Airways,400
CLI-005741,2024-12-13,HBO Max,600
CLI-005172,2024-10-28,Virgin Active,100
CLI-000464,2024-10-20,Woolworths,150
CLI-005429,2026-02-19,HBO Max,250
