policy_id,market,product_type,channel,lapse_date,lapse_flag,reason
POL-004526,South Africa,Investment,Direct Digital,2024-06-16,1,Dissatisfaction
POL-004531,South Africa,Funeral,Bancassurance,2025-06-20,1,Affordability
POL-004541,South Africa,Funeral,Direct Digital,2023-10-28,1,Affordability
POL-004544,Lesotho,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-004574,Lesotho,Funeral,Bancassurance,2026-06-20,1,Non-payment
POL-004578,Botswana,Life,Independent Broker,2023-09-25,1,Other
POL-004580,South Africa,Investment,Tied Advisor,2026-06-20,1,Non-payment
POL-004609,Botswana,Life,Bancassurance,2024-02-23,1,Switched provider
POL-004611,Namibia,Health,Direct Digital,2023-08-18,1,Non-payment
POL-004613,South Africa,Life,Tied Advisor,2024-09-06,1,Non-payment
POL-004622,Namibia,Funeral,Bancassurance,2024-06-03,1,Non-payment
POL-004632,Botswana,Funeral,Tied Advisor,2026-05-11,1,Affordability
POL-004633,South Africa,Funeral,Bancassurance,2022-11-28,1,Affordability
POL-004640,South Africa,Funeral,Independent Broker,2025-12-05,1,Affordability
POL-004645,South Africa,Health,Direct Digital,2026-06-20,1,Affordability
POL-004646,Botswana,Funeral,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-004648,South Africa,Health,Independent Broker,2025-08-19,1,Switched provider
POL-004650,South Africa,Health,Independent Broker,2026-05-01,1,Non-payment
POL-004672,Lesotho,Health,Tied Advisor,2024-03-05,1,Affordability
POL-004673,South Africa,Investment,Direct Digital,2026-06-20,1,Affordability
POL-004683,South Africa,Life,Bancassurance,2024-06-14,1,Non-payment
POL-004685,Botswana,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-004686,Namibia,Funeral,Direct Digital,2023-03-24,1,Other
POL-004697,Lesotho,Funeral,Independent Broker,2026-06-20,1,Switched provider
POL-004699,South Africa,Health,Direct Digital,2024-10-13,1,Other
POL-004726,Botswana,Health,Tied Advisor,2022-06-02,1,Dissatisfaction
POL-004732,Botswana,Funeral,Tied Advisor,2022-07-30,1,Switched provider
POL-004738,Botswana,Life,Tied Advisor,2026-03-20,1,Switched provider
POL-004740,Namibia,Funeral,Tied Advisor,2025-01-21,1,Affordability
POL-004743,South Africa,Life,Independent Broker,2025-07-21,1,Non-payment
POL-004754,Botswana,Funeral,Direct Digital,2023-12-31,1,Non-payment
POL-004762,South Africa,Health,Tied Advisor,2025-08-04,1,Non-payment
POL-004763,Botswana,Life,Independent Broker,2026-06-20,1,Non-payment
POL-004767,South Africa,Funeral,Tied Advisor,2025-10-24,1,Affordability
POL-004770,Namibia,Life,Tied Advisor,2025-11-30,1,Dissatisfaction
POL-004775,Lesotho,Funeral,Bancassurance,2026-06-20,1,Affordability
POL-004778,South Africa,Health,Tied Advisor,2025-12-21,1,Affordability
POL-004794,South Africa,Funeral,Independent Broker,2023-10-04,1,Switched provider
POL-004796,South Africa,Investment,Independent Broker,2026-06-20,1,Switched provider
POL-004799,Lesotho,Health,Independent Broker,2026-06-20,1,Other
POL-004816,Namibia,Life,Tied Advisor,2023-07-27,1,Other
POL-004823,South Africa,Health,Bancassurance,2024-02-19,1,Affordability
POL-004828,South Africa,Life,Independent Broker,2026-04-30,1,Non-payment
POL-004835,Lesotho,Funeral,Bancassurance,2026-06-20,1,Affordability
POL-004840,South Africa,Life,Tied Advisor,2026-01-14,1,Non-payment
POL-004841,South Africa,Funeral,Bancassurance,2025-03-01,1,Dissatisfaction
POL-004842,South Africa,Health,Bancassurance,2023-12-26,1,Other
POL-004853,South Africa,Life,Tied Advisor,2025-06-07,1,Other
POL-004855,Botswana,Funeral,Bancassurance,2026-06-20,1,Non-payment
POL-004858,Lesotho,Funeral,Bancassurance,2024-06-13,1,Non-payment
POL-004862,South Africa,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-004880,South Africa,Investment,Bancassurance,2026-06-20,1,Non-payment
POL-004881,South Africa,Funeral,Tied Advisor,2026-06-03,1,Affordability
POL-004884,Namibia,Life,Direct Digital,2025-04-17,1,Non-payment
POL-004885,South Africa,Life,Bancassurance,2026-06-20,1,Affordability
POL-004886,South Africa,Funeral,Tied Advisor,2026-02-27,1,Affordability
POL-004892,Botswana,Funeral,Tied Advisor,2026-06-20,1,Other
POL-004897,Lesotho,Life,Direct Digital,2026-06-20,1,Affordability
POL-004902,Lesotho,Life,Tied Advisor,2023-10-06,1,Non-payment
POL-004904,South Africa,Funeral,Bancassurance,2025-01-20,1,Dissatisfaction
POL-004909,Botswana,Funeral,Tied Advisor,2023-08-03,1,Non-payment
POL-004911,South Africa,Health,Tied Advisor,2026-06-20,1,Switched provider
POL-004936,Lesotho,Life,Bancassurance,2025-05-21,1,Switched provider
POL-004938,Botswana,Investment,Independent Broker,2026-06-20,1,Affordability
POL-004940,South Africa,Funeral,Tied Advisor,2025-06-05,1,Non-payment
POL-004942,Namibia,Funeral,Independent Broker,2025-10-20,1,Affordability
POL-004950,South Africa,Funeral,Bancassurance,2026-06-20,1,Other
POL-004967,South Africa,Funeral,Tied Advisor,2025-03-03,1,Affordability
POL-004970,South Africa,Funeral,Independent Broker,2025-07-12,1,Switched provider
POL-004979,South Africa,Health,Tied Advisor,2026-06-20,1,Switched provider
POL-004983,Namibia,Life,Tied Advisor,2022-09-19,1,Switched provider
POL-004989,Namibia,Life,Tied Advisor,2026-03-09,1,Dissatisfaction
POL-004999,Namibia,Investment,Bancassurance,2026-02-13,1,Non-payment
POL-005003,Lesotho,Health,Independent Broker,2025-04-17,1,Non-payment
POL-005008,South Africa,Funeral,Bancassurance,2025-10-15,1,Affordability
POL-005011,Lesotho,Life,Direct Digital,2026-06-20,1,Affordability
POL-005015,South Africa,Funeral,Independent Broker,2026-06-20,1,Dissatisfaction
POL-005024,South Africa,Funeral,Tied Advisor,2024-09-14,1,Non-payment
POL-005029,Botswana,Life,Tied Advisor,2025-10-16,1,Other
POL-005041,Namibia,Health,Bancassurance,2023-09-30,1,Affordability
POL-005049,South Africa,Funeral,Independent Broker,2023-06-07,1,Affordability
POL-005050,South Africa,Health,Independent Broker,2022-07-31,1,Non-payment
POL-005056,South Africa,Health,Independent Broker,2025-04-12,1,Affordability
POL-005058,Lesotho,Funeral,Tied Advisor,2026-06-02,1,Dissatisfaction
POL-005063,South Africa,Funeral,Independent Broker,2025-09-23,1,Affordability
POL-005066,Lesotho,Life,Independent Broker,2024-10-27,1,Non-payment
POL-005070,Lesotho,Life,Tied Advisor,2025-06-29,1,Affordability
POL-005078,Botswana,Funeral,Tied Advisor,2025-05-10,1,Non-payment
POL-005079,South Africa,Investment,Independent Broker,2022-07-22,1,Non-payment
POL-005089,Botswana,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-005096,South Africa,Funeral,Tied Advisor,2025-10-31,1,Other
POL-005097,South Africa,Funeral,Independent Broker,2026-06-20,1,Dissatisfaction
POL-005098,South Africa,Funeral,Direct Digital,2022-09-25,1,Non-payment
POL-005111,Namibia,Life,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-005112,Botswana,Life,Tied Advisor,2026-03-22,1,Dissatisfaction
POL-005115,South Africa,Life,Bancassurance,2023-11-18,1,Other
POL-005121,South Africa,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-005123,Namibia,Funeral,Bancassurance,2024-07-29,1,Dissatisfaction
POL-005129,Namibia,Funeral,Independent Broker,2024-03-11,1,Affordability
POL-005135,Lesotho,Health,Tied Advisor,2024-05-25,1,Affordability
POL-005137,Lesotho,Health,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-005157,South Africa,Health,Independent Broker,2026-01-25,1,Non-payment
POL-005162,Botswana,Funeral,Tied Advisor,2024-03-24,1,Dissatisfaction
POL-005169,Namibia,Life,Independent Broker,2026-06-20,1,Non-payment
POL-005178,Botswana,Funeral,Direct Digital,2024-07-17,1,Affordability
POL-005181,Lesotho,Investment,Tied Advisor,2026-05-04,1,Dissatisfaction
POL-005198,South Africa,Life,Tied Advisor,2023-10-29,1,Non-payment
POL-005202,South Africa,Life,Tied Advisor,2024-07-09,1,Affordability
POL-005208,Namibia,Funeral,Independent Broker,2024-01-20,1,Non-payment
POL-005211,Botswana,Life,Direct Digital,2026-04-07,1,Non-payment
POL-005219,Botswana,Funeral,Tied Advisor,2023-12-22,1,Affordability
POL-005221,Botswana,Investment,Bancassurance,2026-06-20,1,Dissatisfaction
POL-005224,South Africa,Health,Tied Advisor,2025-05-19,1,Non-payment
POL-005228,South Africa,Funeral,Independent Broker,2026-06-20,1,Affordability
POL-005235,South Africa,Investment,Direct Digital,2024-03-23,1,Non-payment
POL-005247,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-005251,Namibia,Funeral,Bancassurance,2024-04-06,1,Switched provider
POL-005252,Namibia,Health,Independent Broker,2025-02-05,1,Non-payment
POL-005256,South Africa,Life,Tied Advisor,2025-01-07,1,Affordability
POL-005260,South Africa,Funeral,Bancassurance,2026-03-13,1,Dissatisfaction
POL-005267,South Africa,Funeral,Tied Advisor,2026-04-17,1,Affordability
POL-005270,South Africa,Health,Tied Advisor,2024-12-29,1,Other
POL-005275,Botswana,Life,Tied Advisor,2026-06-20,1,Affordability
POL-005286,Lesotho,Funeral,Bancassurance,2025-05-01,1,Affordability
POL-005288,South Africa,Funeral,Tied Advisor,2025-07-07,1,Other
POL-005300,South Africa,Funeral,Bancassurance,2025-06-03,1,Other
POL-005301,South Africa,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-005310,Botswana,Life,Independent Broker,2026-06-20,1,Non-payment
POL-005314,South Africa,Funeral,Independent Broker,2026-06-20,1,Other
POL-005320,Namibia,Health,Tied Advisor,2024-08-24,1,Affordability
POL-005324,South Africa,Life,Direct Digital,2026-06-20,1,Switched provider
POL-005338,South Africa,Life,Bancassurance,2021-11-17,1,Non-payment
POL-005344,Lesotho,Funeral,Direct Digital,2026-06-20,1,Switched provider
POL-005345,South Africa,Funeral,Tied Advisor,2024-11-08,1,Dissatisfaction
POL-005361,South Africa,Health,Bancassurance,2023-04-28,1,Switched provider
POL-005373,Lesotho,Health,Independent Broker,2023-04-04,1,Non-payment
POL-005382,South Africa,Life,Tied Advisor,2026-06-20,1,Other
POL-005389,South Africa,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-005390,Namibia,Health,Tied Advisor,2024-01-27,1,Affordability
POL-005395,South Africa,Investment,Independent Broker,2023-03-19,1,Dissatisfaction
POL-005396,Botswana,Funeral,Independent Broker,2023-08-10,1,Affordability
POL-005397,Lesotho,Health,Independent Broker,2023-10-31,1,Affordability
POL-005401,South Africa,Health,Bancassurance,2026-06-20,1,Dissatisfaction
POL-005403,Botswana,Funeral,Independent Broker,2024-09-12,1,Dissatisfaction
POL-005405,Lesotho,Funeral,Tied Advisor,2024-04-24,1,Non-payment
POL-005419,South Africa,Funeral,Independent Broker,2026-01-27,1,Affordability
POL-005423,Lesotho,Investment,Bancassurance,2023-07-17,1,Affordability
POL-005427,Lesotho,Investment,Tied Advisor,2023-07-15,1,Affordability
POL-005428,South Africa,Life,Tied Advisor,2024-12-19,1,Dissatisfaction
POL-005431,South Africa,Health,Independent Broker,2023-08-31,1,Affordability
POL-005450,South Africa,Health,Tied Advisor,2026-06-20,1,Switched provider
POL-005451,South Africa,Health,Independent Broker,2023-05-06,1,Other
POL-005454,South Africa,Funeral,Bancassurance,2026-01-25,1,Switched provider
POL-005456,South Africa,Health,Bancassurance,2023-08-30,1,Non-payment
POL-005460,South Africa,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-005471,Botswana,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-005480,South Africa,Health,Direct Digital,2024-07-16,1,Non-payment
POL-005495,South Africa,Funeral,Bancassurance,2025-07-16,1,Switched provider
POL-005502,Botswana,Investment,Direct Digital,2024-09-12,1,Switched provider
POL-005515,Namibia,Funeral,Direct Digital,2026-06-20,1,Affordability
POL-005555,Botswana,Funeral,Bancassurance,2022-12-30,1,Affordability
POL-005573,South Africa,Investment,Independent Broker,2026-03-28,1,Non-payment
POL-005586,Botswana,Funeral,Independent Broker,2026-06-20,1,Affordability
POL-005588,Botswana,Life,Independent Broker,2023-07-21,1,Dissatisfaction
POL-005591,Lesotho,Health,Bancassurance,2024-04-17,1,Dissatisfaction
POL-005596,Lesotho,Life,Independent Broker,2026-06-20,1,Dissatisfaction
POL-005604,Botswana,Life,Tied Advisor,2026-06-20,1,Affordability
POL-005611,South Africa,Funeral,Tied Advisor,2023-08-13,1,Dissatisfaction
POL-005619,South Africa,Life,Tied Advisor,2025-04-10,1,Affordability
POL-005622,South Africa,Funeral,Independent Broker,2024-06-02,1,Non-payment
POL-005628,Namibia,Funeral,Independent Broker,2022-11-20,1,Dissatisfaction
POL-005630,South Africa,Life,Bancassurance,2023-05-07,1,Affordability
POL-005635,Lesotho,Funeral,Direct Digital,2023-12-25,1,Switched provider
POL-005642,Botswana,Investment,Tied Advisor,2023-07-17,1,Affordability
POL-005664,South Africa,Funeral,Direct Digital,2026-06-20,1,Switched provider
POL-005673,Namibia,Funeral,Bancassurance,2026-06-20,1,Other
POL-005676,Botswana,Funeral,Tied Advisor,2022-08-13,1,Non-payment
POL-005702,Botswana,Life,Tied Advisor,2026-06-20,1,Affordability
POL-005708,South Africa,Health,Direct Digital,2024-06-12,1,Affordability
POL-005710,South Africa,Investment,Bancassurance,2026-06-20,1,Dissatisfaction
POL-005722,Botswana,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-005727,Botswana,Funeral,Direct Digital,2024-12-26,1,Switched provider
POL-005730,South Africa,Funeral,Tied Advisor,2025-04-28,1,Non-payment
POL-005738,South Africa,Funeral,Direct Digital,2025-12-31,1,Dissatisfaction
POL-005741,South Africa,Health,Tied Advisor,2026-05-22,1,Dissatisfaction
POL-005742,South Africa,Health,Tied Advisor,2025-10-14,1,Dissatisfaction
POL-005743,South Africa,Health,Tied Advisor,2023-05-21,1,Affordability
POL-005747,South Africa,Funeral,Bancassurance,2026-06-20,1,Dissatisfaction
POL-005752,Namibia,Funeral,Bancassurance,2025-11-13,1,Dissatisfaction
POL-005753,Namibia,Life,Tied Advisor,2025-11-01,1,Non-payment
POL-005759,South Africa,Investment,Tied Advisor,2026-06-20,1,Switched provider
POL-005767,South Africa,Investment,Tied Advisor,2026-06-20,1,Non-payment
POL-005778,South Africa,Funeral,Direct Digital,2026-06-04,1,Non-payment
POL-005782,Botswana,Life,Tied Advisor,2026-03-15,1,Non-payment
POL-005789,South Africa,Funeral,Independent Broker,2022-10-12,1,Dissatisfaction
POL-005793,Botswana,Life,Independent Broker,2023-12-13,1,Other
POL-005827,South Africa,Investment,Direct Digital,2024-02-12,1,Non-payment
POL-005829,South Africa,Funeral,Direct Digital,2025-07-26,1,Non-payment
POL-005833,Lesotho,Health,Direct Digital,2023-04-29,1,Non-payment
POL-005835,South Africa,Health,Bancassurance,2026-06-20,1,Other
POL-005841,Botswana,Life,Bancassurance,2024-11-06,1,Affordability
POL-005850,Botswana,Health,Tied Advisor,2023-03-06,1,Switched provider
POL-005851,South Africa,Funeral,Independent Broker,2026-06-20,1,Switched provider
POL-005852,South Africa,Funeral,Independent Broker,2024-12-04,1,Non-payment
POL-005854,Botswana,Funeral,Bancassurance,2024-12-25,1,Switched provider
POL-005865,South Africa,Funeral,Direct Digital,2024-06-30,1,Dissatisfaction
POL-005868,South Africa,Health,Direct Digital,2026-06-20,1,Other
POL-005871,South Africa,Life,Bancassurance,2026-06-20,1,Non-payment
POL-005874,South Africa,Life,Independent Broker,2022-09-29,1,Dissatisfaction
POL-005888,Lesotho,Life,Independent Broker,2025-09-04,1,Non-payment
POL-005897,South Africa,Funeral,Tied Advisor,2025-02-16,1,Non-payment
POL-005898,South Africa,Funeral,Direct Digital,2024-10-23,1,Affordability
POL-005912,South Africa,Funeral,Independent Broker,2022-06-16,1,Non-payment
POL-005918,South Africa,Funeral,Tied Advisor,2024-01-16,1,Affordability
POL-005933,South Africa,Life,Bancassurance,2026-06-20,1,Switched provider
POL-005948,South Africa,Funeral,Tied Advisor,2025-05-01,1,Affordability
POL-005955,South Africa,Life,Tied Advisor,2026-04-05,1,Non-payment
POL-005964,Botswana,Funeral,Independent Broker,2025-09-06,1,Other
POL-005965,South Africa,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-005981,Namibia,Health,Tied Advisor,2026-06-20,1,Affordability
POL-005983,Botswana,Investment,Independent Broker,2024-05-19,1,Non-payment
POL-005987,South Africa,Life,Tied Advisor,2024-12-18,1,Other
POL-005988,South Africa,Life,Bancassurance,2023-06-11,1,Other
POL-005992,South Africa,Health,Tied Advisor,2025-07-15,1,Dissatisfaction
POL-005997,South Africa,Funeral,Independent Broker,2025-08-24,1,Dissatisfaction
POL-006006,Botswana,Life,Independent Broker,2023-11-22,1,Non-payment
POL-006011,South Africa,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-006020,Namibia,Life,Tied Advisor,2022-11-26,1,Non-payment
POL-006021,Namibia,Funeral,Direct Digital,2026-06-20,1,Non-payment
POL-006032,South Africa,Health,Independent Broker,2023-12-24,1,Switched provider
POL-006039,South Africa,Funeral,Tied Advisor,2024-06-15,1,Switched provider
POL-006049,Lesotho,Life,Independent Broker,2026-06-20,1,Switched provider
POL-006054,South Africa,Funeral,Bancassurance,2026-06-20,1,Affordability
POL-006055,Botswana,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-006072,South Africa,Health,Tied Advisor,2022-08-28,1,Other
POL-006074,South Africa,Life,Direct Digital,2025-04-23,1,Affordability
POL-006075,Botswana,Health,Tied Advisor,2022-08-10,1,Non-payment
POL-006082,South Africa,Funeral,Independent Broker,2021-12-25,1,Affordability
POL-006084,South Africa,Funeral,Independent Broker,2024-05-25,1,Affordability
POL-006088,Namibia,Funeral,Tied Advisor,2023-08-06,1,Non-payment
POL-006115,Lesotho,Funeral,Direct Digital,2026-06-20,1,Affordability
POL-006118,Lesotho,Funeral,Tied Advisor,2023-08-06,1,Non-payment
POL-006127,South Africa,Health,Independent Broker,2025-03-12,1,Non-payment
POL-006132,South Africa,Investment,Independent Broker,2026-06-20,1,Non-payment
POL-006139,South Africa,Funeral,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-006145,Lesotho,Funeral,Tied Advisor,2026-01-10,1,Non-payment
POL-006153,Botswana,Life,Tied Advisor,2022-11-10,1,Affordability
POL-006171,South Africa,Funeral,Tied Advisor,2025-12-29,1,Dissatisfaction
POL-006172,Botswana,Funeral,Independent Broker,2026-06-20,1,Dissatisfaction
POL-006190,Namibia,Life,Bancassurance,2024-01-27,1,Non-payment
POL-006193,South Africa,Health,Tied Advisor,2023-07-05,1,Affordability
POL-006197,South Africa,Life,Tied Advisor,2023-04-07,1,Other
POL-006204,Lesotho,Funeral,Independent Broker,2026-06-20,1,Affordability
POL-006207,Namibia,Health,Bancassurance,2025-01-02,1,Affordability
POL-006226,Namibia,Life,Independent Broker,2025-11-11,1,Affordability
POL-006229,Botswana,Funeral,Bancassurance,2025-08-26,1,Non-payment
POL-006234,Namibia,Investment,Tied Advisor,2023-06-05,1,Non-payment
POL-006238,South Africa,Investment,Independent Broker,2024-01-28,1,Switched provider
POL-006246,South Africa,Life,Tied Advisor,2024-04-02,1,Non-payment
POL-006257,Botswana,Funeral,Bancassurance,2025-03-10,1,Affordability
POL-006259,Namibia,Health,Independent Broker,2025-07-07,1,Dissatisfaction
POL-006262,Botswana,Life,Independent Broker,2026-06-20,1,Affordability
POL-006267,South Africa,Funeral,Tied Advisor,2025-08-12,1,Switched provider
POL-006269,Botswana,Health,Independent Broker,2026-06-20,1,Affordability
POL-006273,South Africa,Life,Direct Digital,2026-06-20,1,Non-payment
POL-006275,South Africa,Funeral,Independent Broker,2026-06-20,1,Other
POL-006277,Namibia,Funeral,Independent Broker,2024-08-31,1,Dissatisfaction
POL-006280,South Africa,Funeral,Bancassurance,2026-02-27,1,Non-payment
POL-006283,South Africa,Funeral,Independent Broker,2026-06-20,1,Dissatisfaction
POL-006291,Namibia,Funeral,Bancassurance,2024-06-22,1,Affordability
POL-006292,Botswana,Life,Bancassurance,2026-05-16,1,Affordability
POL-006301,South Africa,Life,Tied Advisor,2025-08-28,1,Non-payment
POL-006305,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Other
POL-006314,Botswana,Funeral,Tied Advisor,2024-10-27,1,Non-payment
POL-006322,South Africa,Funeral,Tied Advisor,2025-10-25,1,Affordability
POL-006332,South Africa,Investment,Bancassurance,2024-10-12,1,Non-payment
POL-006337,South Africa,Investment,Bancassurance,2026-06-20,1,Switched provider
POL-006344,Botswana,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-006345,South Africa,Investment,Tied Advisor,2025-02-18,1,Affordability
POL-006347,Botswana,Health,Independent Broker,2026-06-20,1,Other
POL-006357,Lesotho,Health,Independent Broker,2023-10-11,1,Other
POL-006362,Botswana,Life,Independent Broker,2023-11-18,1,Non-payment
POL-006363,South Africa,Health,Independent Broker,2022-06-27,1,Switched provider
POL-006366,South Africa,Life,Independent Broker,2023-09-29,1,Affordability
POL-006368,South Africa,Funeral,Tied Advisor,2024-07-07,1,Affordability
POL-006374,South Africa,Funeral,Independent Broker,2025-06-27,1,Non-payment
POL-006381,South Africa,Funeral,Tied Advisor,2026-06-20,1,Switched provider
POL-006401,South Africa,Funeral,Direct Digital,2025-07-21,1,Dissatisfaction
POL-006406,South Africa,Investment,Bancassurance,2022-07-08,1,Other
POL-006414,Lesotho,Health,Tied Advisor,2023-03-07,1,Dissatisfaction
POL-006417,South Africa,Funeral,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-006423,Botswana,Health,Independent Broker,2023-02-21,1,Switched provider
POL-006426,South Africa,Life,Tied Advisor,2024-08-28,1,Affordability
POL-006429,Namibia,Life,Independent Broker,2024-06-18,1,Dissatisfaction
POL-006433,Botswana,Funeral,Bancassurance,2023-11-10,1,Affordability
POL-006436,South Africa,Investment,Independent Broker,2026-06-20,1,Non-payment
POL-006440,Namibia,Funeral,Independent Broker,2023-09-01,1,Non-payment
POL-006445,Namibia,Funeral,Independent Broker,2025-09-04,1,Dissatisfaction
POL-006461,South Africa,Life,Tied Advisor,2024-01-14,1,Other
POL-006462,South Africa,Funeral,Independent Broker,2024-02-29,1,Affordability
POL-006481,South Africa,Funeral,Independent Broker,2025-04-18,1,Other
POL-006491,Lesotho,Life,Independent Broker,2026-06-20,1,Dissatisfaction
POL-006509,South Africa,Health,Independent Broker,2025-06-24,1,Non-payment
POL-006530,Namibia,Funeral,Tied Advisor,2024-08-01,1,Dissatisfaction
POL-006531,South Africa,Funeral,Tied Advisor,2026-03-29,1,Affordability
POL-006538,South Africa,Funeral,Tied Advisor,2025-12-27,1,Affordability
POL-006543,Botswana,Investment,Independent Broker,2024-12-14,1,Affordability
POL-006549,South Africa,Funeral,Bancassurance,2024-09-09,1,Non-payment
POL-006555,South Africa,Health,Bancassurance,2024-09-27,1,Non-payment
POL-006557,South Africa,Health,Direct Digital,2026-03-02,1,Affordability
POL-006560,South Africa,Investment,Tied Advisor,2022-12-26,1,Dissatisfaction
POL-006563,South Africa,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-006564,South Africa,Funeral,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-006568,South Africa,Life,Bancassurance,2026-03-10,1,Affordability
POL-006570,South Africa,Funeral,Tied Advisor,2025-09-21,1,Non-payment
POL-006584,Botswana,Funeral,Direct Digital,2026-01-11,1,Switched provider
POL-006610,South Africa,Funeral,Tied Advisor,2025-09-19,1,Switched provider
POL-006613,South Africa,Funeral,Direct Digital,2023-10-06,1,Dissatisfaction
POL-006615,Lesotho,Life,Direct Digital,2026-06-20,1,Non-payment
POL-006622,Lesotho,Funeral,Direct Digital,2022-07-01,1,Other
POL-006626,South Africa,Investment,Tied Advisor,2023-12-29,1,Affordability
POL-006629,South Africa,Funeral,Direct Digital,2026-06-20,1,Affordability
POL-006631,South Africa,Funeral,Independent Broker,2025-04-25,1,Dissatisfaction
POL-006632,South Africa,Life,Independent Broker,2023-12-15,1,Non-payment
POL-006637,Namibia,Funeral,Tied Advisor,2025-05-21,1,Affordability
POL-006643,Botswana,Life,Bancassurance,2025-06-07,1,Other
POL-006646,Botswana,Health,Independent Broker,2025-04-15,1,Affordability
POL-006648,South Africa,Life,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-006650,Botswana,Investment,Independent Broker,2024-01-27,1,Non-payment
POL-006653,South Africa,Health,Tied Advisor,2022-10-07,1,Non-payment
POL-006660,South Africa,Health,Direct Digital,2024-05-08,1,Non-payment
POL-006667,South Africa,Funeral,Tied Advisor,2022-10-21,1,Non-payment
POL-006669,Botswana,Life,Independent Broker,2025-03-20,1,Affordability
POL-006688,South Africa,Life,Tied Advisor,2024-06-19,1,Dissatisfaction
POL-006690,South Africa,Life,Independent Broker,2026-06-20,1,Non-payment
POL-006692,South Africa,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-006693,Lesotho,Life,Bancassurance,2024-04-03,1,Non-payment
POL-006697,South Africa,Funeral,Independent Broker,2022-07-13,1,Non-payment
POL-006701,Botswana,Funeral,Independent Broker,2024-01-18,1,Affordability
POL-006711,Lesotho,Investment,Tied Advisor,2026-06-20,1,Affordability
POL-006717,Namibia,Investment,Direct Digital,2024-12-28,1,Dissatisfaction
POL-006718,South Africa,Health,Tied Advisor,2025-11-04,1,Dissatisfaction
POL-006724,South Africa,Health,Bancassurance,2026-06-20,1,Affordability
POL-006726,South Africa,Health,Direct Digital,2024-01-09,1,Affordability
POL-006730,Botswana,Funeral,Bancassurance,2024-09-16,1,Non-payment
POL-006733,South Africa,Life,Bancassurance,2026-06-20,1,Dissatisfaction
POL-006734,Botswana,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-006740,South Africa,Life,Independent Broker,2023-07-10,1,Affordability
POL-006753,South Africa,Funeral,Independent Broker,2026-06-20,1,Dissatisfaction
POL-006754,South Africa,Funeral,Bancassurance,2024-08-22,1,Affordability
POL-006764,South Africa,Health,Independent Broker,2026-02-23,1,Non-payment
POL-006774,South Africa,Funeral,Direct Digital,2022-08-16,1,Affordability
POL-006785,Namibia,Life,Independent Broker,2025-02-14,1,Non-payment
POL-006794,Lesotho,Funeral,Tied Advisor,2024-11-13,1,Non-payment
POL-006803,Namibia,Life,Independent Broker,2022-01-24,1,Non-payment
POL-006820,South Africa,Funeral,Tied Advisor,2022-08-07,1,Affordability
POL-006822,South Africa,Health,Direct Digital,2024-06-24,1,Non-payment
POL-006824,Namibia,Life,Tied Advisor,2023-02-15,1,Non-payment
POL-006837,South Africa,Life,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-006839,South Africa,Life,Tied Advisor,2022-11-02,1,Affordability
POL-006846,South Africa,Health,Bancassurance,2025-01-10,1,Dissatisfaction
POL-006862,South Africa,Funeral,Bancassurance,2025-11-01,1,Other
POL-006871,South Africa,Life,Independent Broker,2026-06-20,1,Dissatisfaction
POL-006900,Namibia,Life,Tied Advisor,2026-01-19,1,Dissatisfaction
POL-006906,South Africa,Investment,Direct Digital,2024-12-12,1,Switched provider
POL-006907,Lesotho,Life,Bancassurance,2025-11-14,1,Switched provider
POL-006948,South Africa,Funeral,Bancassurance,2024-12-15,1,Affordability
POL-006956,South Africa,Life,Tied Advisor,2023-08-27,1,Affordability
POL-006959,Namibia,Health,Tied Advisor,2026-04-07,1,Non-payment
POL-006964,South Africa,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-006966,Botswana,Health,Independent Broker,2026-06-20,1,Affordability
POL-006969,Botswana,Investment,Bancassurance,2022-07-16,1,Switched provider
POL-006971,South Africa,Health,Direct Digital,2026-05-20,1,Dissatisfaction
